,Movie Title,Review,Number of RT Reviews,Year,movie_ID,movie_title,year,genres,avg_rating,numVotes,directorID,director_name
1812,The Gift,92%,181,2015,tt5001492,The Gift,2015,"Adventure,Animation,Comedy",7.7,70.0,nm1071795,Mic Graves
1813,The Gift,92%,181,2015,tt5254912,The Gift,2015,"Comedy,Drama,Musical",8.4,7.0,nm1734371,Steve Wright
1814,Girlhood,96%,76,2015,,,,,,,,
1815,Grandma,92%,168,2015,tt4270516,Grandma,2015,"Comedy,Drama",6.7,13556.0,nm0919369,Paul Weitz
1816,Best Of Enemies,94%,116,2015,,,,,,,,
1817,Going Clear: Scientology and the Prison of Belief,95%,91,2015,,,,,,,,
1818,Heart of a Dog,95%,88,2015,tt4935446,Heart of a Dog,2015,Documentary,7.1,1822.0,nm0002173,Laurie Anderson
1819,Love & Mercy,90%,207,2015,,,,,,,,
1820,Appropriate Behavior,96%,56,2015,,,,,,,,
1821,Steve Jobs,86%,294,2015,tt2080374,Steve Jobs,2015,"Biography,Drama",7.2,137187.0,nm0000965,Danny Boyle
1822,Red Army,94%,98,2015,,,,,,,,
1823,99 Homes,92%,146,2015,,,,,,,,
1824,In Jackson Heights,96%,49,2015,tt4936064,In Jackson Heights,2015,Documentary,7.2,467.0,nm0936464,Frederick Wiseman
1825,The Duke Of Burgundy,94%,95,2015,,,,,,,,
1826,A Most Violent Year,89%,215,2015,,,,,,,,
1827,The Wonders,95%,65,2015,,,,,,,,
1828,The Salt of the Earth,94%,89,2015,tt3985338,The Salt of the Earth,2015,"Drama,Horror,Short",7.3,15.0,nm4409981,Jonathan Desoindre
1829,The Forbidden Room,95%,63,2015,tt3066630,The Forbidden Room,2015,"Comedy,Mystery",6.1,2649.0,"nm0534665,nm2829262",
1830,Straight Outta Compton,88%,231,2015,tt1398426,Straight Outta Compton,2015,"Biography,Drama,History",7.9,163596.0,nm0336620,F. Gary Gray
1831,Beasts of No Nation,92%,133,2015,tt1365050,Beasts of No Nation,2015,"Drama,War",7.8,62723.0,nm1560977,Cary Joji Fukunaga
1832,Slow West,92%,131,2015,tt3205376,Slow West,2015,"Adventure,Western",6.9,37754.0,nm3304468,John Maclean
1833,The End Of The Tour,91%,149,2015,,,,,,,,
1834,The Wrecking Crew,94%,68,2015,,,,,,,,
1835,We Are Still Here,95%,43,2015,tt3520418,We Are Still Here,2015,Horror,5.7,15328.0,nm0313295,Ted Geoghegan
1836,Clouds of Sils Maria,90%,164,2015,,,,,,,,
1837,Man from Reno,95%,40,2015,,,,,,,,
1838,I'll See You in My Dreams,93%,87,2015,tt3236120,I'll See You in My Dreams,2015,"Comedy,Drama,Romance",6.7,6176.0,nm1417640,Brett Haley
1839,Mr. Holmes,89%,178,2015,tt3168230,Mr. Holmes,2015,"Drama,Mystery",6.9,57519.0,nm0174374,Bill Condon
1840,Queen of Earth,93%,80,2015,tt3993894,Queen of Earth,2015,"Drama,Thriller",6.3,5130.0,nm3504405,Alex Ross Perry
1841,Janis: Little Girl Blue,93%,76,2015,tt3707114,Janis: Little Girl Blue,2015,"Biography,Documentary,Music",7.4,4415.0,nm1332844,Amy Berg
1842,Trainwreck,85%,269,2015,tt3152624,Trainwreck,2015,"Comedy,Drama,Romance",6.2,120725.0,nm0031976,Judd Apatow
1843,The Hunting Ground,93%,72,2015,tt4185572,The Hunting Ground,2015,Documentary,7.4,5558.0,nm0225269,Kirby Dick
1844,Boy and the World (O Menino e o Mundo),93%,57,2015,,,,,,,,
1845,Dope,89%,152,2015,tt3850214,Dope,2015,"Comedy,Crime,Drama",7.2,75998.0,nm0266622,Rick Famuyiwa
1846,Dope,89%,152,2015,tt5475296,Dope,2015,Short,7.8,6.0,nm7301218,Lola Brachet
1847,James White,92%,73,2015,tt4288636,James White,2015,Drama,7.1,5133.0,nm1317614,Josh Mond
1848,The Peanuts Movie,87%,190,2015,tt2452042,The Peanuts Movie,2015,"Animation,Comedy,Drama",7.1,38796.0,nm0553942,Steve Martino
1849,The Pearl Button (El botón de nácar),93%,43,2015,,,,,,,,
1850,Mississippi Grind,90%,115,2015,tt2349144,Mississippi Grind,2015,"Comedy,Drama",6.4,16852.0,"nm1349818,nm0281396",
1851,Peggy Guggenheim: Art Addict,93%,40,2015,tt3790720,Peggy Guggenheim: Art Addict,2015,"Biography,Documentary,History",7.2,579.0,nm4662682,Lisa Immordino Vreeland
1852,Bone Tomahawk,91%,87,2015,tt2494362,Bone Tomahawk,2015,"Adventure,Drama,Horror",7.1,67487.0,nm0951975,S. Craig Zahler
1853,The Black Panthers: Vanguard Of The Revolution,92%,62,2015,,,,,,,,
1854,Ant-Man,82%,303,2015,tt0478970,Ant-Man,2015,"Action,Adventure,Comedy",7.3,481626.0,nm0715636,Peyton Reed
1855,Ant-Man,82%,303,2015,tt3344946,Ant-Man,2015,"Action,Adventure,Animation",6.8,68.0,\N,
1856,Ant-Man,82%,303,2015,tt4858902,Ant-Man,2015,"Documentary,Talk-Show",7.7,19.0,nm0843254,Ron Sylvester
1857,Ant-Man,82%,303,2015,tt4888180,Ant-Man,2015,"Comedy,Talk-Show",7.7,25.0,nm1518150,Mike Stoklasa
1858,Ant-Man,82%,303,2015,tt5257390,Ant-Man,2015,Comedy,7.4,53.0,\N,
1859,Ant-Man,82%,303,2015,tt5289942,Ant-Man,2015,Documentary,5.1,7.0,nm3766090,Doug Walker
1860,Ant-Man,82%,303,2015,tt5898580,Ant-Man,2015,"Action,Adventure,Comedy",8.0,8.0,\N,
1861,Sunshine Superman,92%,59,2015,,,,,,,,
1862,Disneynature Monkey Kingdom,92%,53,2015,,,,,,,,
1863,Güeros,92%,51,2015,,,,,,,,
1864,Breathe,92%,50,2015,tt4625960,Breathe,2015,"Drama,Short",7.1,52.0,nm5854273,James Doherty
1865,Breathe,92%,50,2015,tt5037636,Breathe,2015,"Drama,Short,Thriller",8.4,9.0,nm2187721,Paul Kowalski
1866,Cartel Land,90%,98,2015,tt4126304,Cartel Land,2015,Documentary,7.4,16497.0,nm1292648,Matthew Heineman
1867,Mommy,89%,122,2015,tt3662392,Mommy,2015,Short,7.6,9.0,nm3613729,Milad Alami
1868,Mommy,89%,122,2015,tt4480746,Mommy,2015,"Drama,Horror,Thriller",7.7,2493.0,nm1267896,Bradley Buecker
1869,The Lady In The Van,88%,144,2015,,,,,,,,
1870,When Marnie Was There,90%,93,2015,,,,,,,,
1871,The Walk,83%,261,2015,tt2159988,The Walk,2015,"Crime,Thriller",6.8,125.0,nm2228615,Timothy Fielding
1872,The Walk,83%,261,2015,tt3488710,The Walk,2015,"Adventure,Biography,Drama",7.3,108559.0,nm0000709,Robert Zemeckis
1873,The Walk,83%,261,2015,tt3758526,The Walk,2015,"Action,Drama,Short",6.6,23.0,nm3311110,Alonso Alvarez
1874,Cinderella,84%,234,2015,tt1661199,Cinderella,2015,"Drama,Family,Fantasy",6.9,140108.0,nm0000110,Kenneth Branagh
1875,White God,89%,106,2015,,,,,,,,
1876,"Kumiko, the Treasure Hunter",88%,130,2015,,,,,,,,
1877,Moonlight,98%,353,2016,tt4975722,Moonlight,2016,Drama,7.4,222492.0,nm1503575,Barry Jenkins
1878,Arrival,94%,394,2016,tt2543164,Arrival,2016,"Drama,Mystery,Sci-Fi",7.9,503277.0,nm0898288,Denis Villeneuve
1879,Arrival,94%,394,2016,tt5433758,Arrival,2016,"Animation,Short",6.3,68.0,nm7899869,Alex Myung
1880,Arrival,94%,394,2016,tt5688396,Arrival,2016,"Action,Family",7.9,9.0,nm0768737,Stefan Scaini
1881,Arrival,94%,394,2016,tt5836970,Arrival,2016,Documentary,7.5,22.0,"nm1457505,nm0505235,nm1582454",
1882,Arrival,94%,394,2016,tt6130682,Arrival,2016,Reality-TV,7.0,5.0,\N,
1883,Manchester by the Sea,96%,323,2016,tt4034228,Manchester by the Sea,2016,Drama,7.8,210664.0,nm0518836,Kenneth Lonergan
1884,La La Land,91%,421,2016,tt3783958,La La Land,2016,"Comedy,Drama,Music",8.0,426025.0,nm3227090,Damien Chazelle
1885,Zootopia,97%,274,2016,tt2948356,Zootopia,2016,"Adventure,Animation,Comedy",8.0,375670.0,"nm1158544,nm0397174,nm0601781",
1886,Zootopia,97%,274,2016,tt5789240,Zootopia,2016,Comedy,7.7,50.0,\N,
1887,The Jungle Book,95%,311,2016,tt3040964,The Jungle Book,2016,"Adventure,Drama,Family",7.4,238316.0,nm0269463,Jon Favreau
1888,Hell or High Water,97%,262,2016,tt2582782,Hell or High Water,2016,"Action,Crime,Drama",7.6,172326.0,nm0533284,David Mackenzie
1889,Hell or High Water,97%,262,2016,tt5607094,Hell or High Water,2016,"Drama,Short",5.9,9.0,nm8046506,Oluseyi Asurf
1890,Hell or High Water,97%,262,2016,tt5667920,Hell or High Water,2016,"Adventure,Reality-TV",6.7,13.0,\N,
1891,Hell or High Water,97%,262,2016,tt5919822,Hell or High Water,2016,Documentary,6.5,11.0,\N,
1892,Captain America: Civil War,91%,388,2016,tt3498820,Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",7.8,558831.0,"nm0751577,nm0751648",
1893,Captain America: Civil War,91%,388,2016,tt5702406,Captain America: Civil War,2016,"Comedy,Talk-Show",7.8,29.0,nm1518150,Mike Stoklasa
1894,Captain America: Civil War,91%,388,2016,tt5898614,Captain America: Civil War,2016,"Action,Adventure,Comedy",9.0,7.0,\N,
1895,Captain America: Civil War,91%,388,2016,tt6059852,Captain America: Civil War,2016,Comedy,7.3,59.0,\N,
1896,Finding Dory,94%,314,2016,tt2277860,Finding Dory,2016,"Adventure,Animation,Comedy",7.3,209711.0,"nm0004056,nm0533691",
1897,Finding Dory,94%,314,2016,tt6245938,Finding Dory,2016,Comedy,7.3,45.0,"nm0797520,nm4932106",
1898,Finding Dory,94%,314,2016,tt6255268,Finding Dory,2016,"Animation,Talk-Show",1.9,10.0,nm4826458,Mat Brunet
1899,Paterson,96%,243,2016,tt5247022,Paterson,2016,"Comedy,Drama,Romance",7.4,53643.0,nm0000464,Jim Jarmusch
1900,Moana,95%,265,2016,tt3521164,Moana,2016,"Adventure,Animation,Comedy",7.6,218940.0,"nm0166256,nm0930261,nm2320658,nm0615780",
1901,Kubo and the Two Strings,97%,209,2016,tt4302938,Kubo and the Two Strings,2016,"Action,Adventure,Animation",7.8,103592.0,nm1325899,Travis Knight
1902,The Nice Guys,93%,295,2016,tt3799694,The Nice Guys,2016,"Action,Comedy,Crime",7.4,235619.0,nm0000948,Shane Black
1903,Love & Friendship,97%,199,2016,tt3068194,Love & Friendship,2016,"Comedy,Drama,Romance",6.4,20957.0,nm0001775,Whit Stillman
1904,Things to Come (L'avenir),99%,137,2016,,,,,,,,
1905,The Witch,91%,311,2016,,,,,,,,
1906,Hunt for the Wilderpeople,96%,187,2016,tt4698684,Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",7.9,85639.0,nm0169806,Taika Waititi
1907,Don't Think Twice,98%,132,2016,tt4972062,Don't Think Twice,2016,"Comedy,Drama",6.7,15035.0,nm1898126,Mike Birbiglia
1908,Doctor Strange,89%,344,2016,tt1211837,Doctor Strange,2016,"Action,Adventure,Fantasy",7.5,490914.0,nm0220600,Scott Derrickson
1909,Doctor Strange,89%,344,2016,tt5899822,Doctor Strange,2016,"Action,Adventure,Comedy",7.7,7.0,\N,
1910,Doctor Strange,89%,344,2016,tt6225304,Doctor Strange,2016,"Comedy,Talk-Show",7.8,21.0,nm1518150,Mike Stoklasa
1911,Eye In The Sky,95%,202,2016,,,,,,,,
1912,The Handmaiden (Ah-ga-ssi),95%,200,2016,,,,,,,,
1913,Sing Street,95%,199,2016,tt3544112,Sing Street,2016,"Comedy,Drama,Music",8.0,73399.0,nm0138809,John Carney
1914,Cameraperson,99%,98,2016,tt5375040,Cameraperson,2016,Documentary,7.4,1861.0,nm0990310,Kirsten Johnson
1915,Tower,99%,94,2016,tt5116410,Tower,2016,"Animation,Crime,Documentary",8.0,6360.0,nm1436428,Keith Maitland
1916,Weiner,96%,163,2016,tt5278596,Weiner,2016,Documentary,7.6,8922.0,"nm0825748,nm4361978",
1917,Under The Shadow,99%,85,2016,,,,,,,,
1918,Fences,92%,249,2016,tt2671706,Fences,2016,Drama,7.2,85000.0,nm0000243,Denzel Washington
1919,10 Cloverfield Lane,90%,294,2016,tt1179933,10 Cloverfield Lane,2016,"Drama,Horror,Mystery",7.2,256810.0,nm0870469,Dan Trachtenberg
1920,Toni Erdmann,93%,222,2016,tt4048272,Toni Erdmann,2016,"Comedy,Drama",7.4,37595.0,nm0011752,Maren Ade
1921,The Edge of Seventeen,94%,198,2016,tt1878870,The Edge of Seventeen,2016,"Comedy,Drama",7.4,84852.0,nm2609807,Kelly Fremon Craig
1922,The Wailing (Goksung),99%,79,2016,,,,,,,,
1923,The Fits,98%,101,2016,,,,,,,,
1924,O.J.: Made in America,100%,53,2016,tt5275892,O.J.: Made in America,2016,"Biography,Crime,Documentary",9.0,14678.0,nm1554601,Ezra Edelman
1925,Embrace Of The Serpent (El Abrazo De La Serpiente),96%,141,2016,,,,,,,,
1926,Little Men,96%,139,2016,tt4919484,Little Men,2016,Drama,6.7,5997.0,nm0755158,Ira Sachs
1927,The Age of Shadows,100%,43,2016,tt4914580,The Age of Shadows,2016,"Action,Drama,Thriller",7.1,6319.0,nm0453518,Jee-woon Kim
1928,Fireworks Wednesday (Chaharshanbe-soori),100%,43,2016,,,,,,,,
1929,Aquarius,97%,107,2016,tt5221584,Aquarius,2016,Drama,7.5,14992.0,nm2207625,Kleber Mendonça Filho
1930,Jackie,87%,330,2016,tt1619029,Jackie,2016,"Biography,Drama,History",6.7,65061.0,nm1883257,Pablo Larraín
1931,13th,97%,93,2016,tt5895028,13th,2016,"Crime,Documentary,History",8.2,18983.0,nm1148550,Ava DuVernay
1932,Elle,91%,230,2016,tt3716530,Elle,2016,"Crime,Drama,Thriller",7.2,53852.0,nm0000682,Paul Verhoeven
1933,Rogue One: A Star Wars Story,83%,417,2016,tt3748528,Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",7.8,468722.0,nm2284484,Gareth Edwards
1934,Rogue One: A Star Wars Story,83%,417,2016,tt6246442,Rogue One: A Star Wars Story,2016,Comedy,7.5,67.0,nm3766090,Doug Walker
1935,Rogue One: A Star Wars Story,83%,417,2016,tt6312146,Rogue One: A Star Wars Story,2016,"Comedy,Music,Talk-Show",6.4,10.0,"nm2043336,nm0453996",
1936,Rogue One: A Star Wars Story,83%,417,2016,tt7245064,Rogue One: A Star Wars Story,2016,"Comedy,Talk-Show",7.0,5.0,nm5741914,Chris Stuckmann
1937,Loving,89%,272,2016,tt4669986,Loving,2016,"Biography,Drama,Romance",7.0,27578.0,nm2158772,Jeff Nichols
1938,Queen of Katwe,93%,177,2016,tt4341582,Queen of Katwe,2016,"Biography,Drama,Sport",7.4,12804.0,nm0619762,Mira Nair
1939,"Hail, Caesar!",86%,339,2016,tt0475290,"Hail, Caesar!",2016,"Comedy,Drama,Music",6.3,110000.0,"nm0001053,nm0001054",
1940,Long Way North (Tout en haut du monde),98%,52,2016,,,,,,,,
1941,The Beatles: Eight Days a Week - The Touring Years,96%,99,2016,tt2531318,The Beatles: Eight Days a Week - The Touring Years,2016,"Documentary,Music",7.8,9464.0,nm0000165,Ron Howard
1942,Almost Holy (Crocodile Gennadiy),98%,43,2016,,,,,,,,
1943,Sully,86%,325,2016,tt3263904,Sully,2016,"Biography,Drama",7.5,198602.0,nm0000142,Clint Eastwood
1944,Aferim!,98%,40,2016,,,,,,,,
1945,"Lo and Behold, Reveries of the Connected World",94%,134,2016,,,,,,,,
1946,The Dark Horse,97%,63,2016,,,,,,,,
1947,The Innocents (Les innocentes),95%,110,2016,,,,,,,,
1948,The Love Witch,95%,107,2016,tt3908142,The Love Witch,2016,"Romance,Thriller",6.2,9001.0,nm0082366,Anna Biller
1949,Green Room,90%,224,2016,tt5687734,Green Room,2016,"Comedy,Talk-Show",7.8,24.0,nm1518150,Mike Stoklasa
1950,De Palma,95%,104,2016,,,,,,,,
1951,Marguerite,95%,103,2016,,,,,,,,
1952,Neruda,93%,149,2016,tt4698584,Neruda,2016,"Biography,Crime,Drama",6.9,7960.0,nm1883257,Pablo Larraín
1953,Cemetery of Splendor,96%,78,2016,,,,,,,,
1954,Dark Horse,96%,78,2016,,,,,,,,
1955,Rams (Hrútar),95%,101,2016,,,,,,,,
1956,Train to Busan (Busanhaeng),95%,98,2016,,,,,,,,
1957,Krisha,96%,74,2016,,,,,,,,
1958,Gleason,96%,68,2016,tt4632316,Gleason,2016,Documentary,8.4,2133.0,nm1943168,Clay Tweel
1959,Certain Women,91%,183,2016,tt4468634,Certain Women,2016,Drama,6.3,10083.0,nm0716980,Kelly Reichardt
1960,Our Little Sister (Umimachi Diary),94%,112,2016,,,,,,,,
1961,Tickled,94%,108,2016,tt5278506,Tickled,2016,"Documentary,Mystery",7.6,13370.0,"nm1190816,nm3910931",
1962,Gimme Danger,94%,106,2016,tt1714917,Gimme Danger,2016,"Documentary,Music",7.2,3953.0,nm0000464,Jim Jarmusch
1963,Southside With You,92%,153,2016,,,,,,,,
1964,April and the Extraordinary World (Avril et le monde truqué),96%,54,2016,,,,,,,,
1965,The Lobster,88%,242,2016,,,,,,,,
1966,The Eagle Huntress,93%,119,2016,tt3882074,The Eagle Huntress,2016,"Adventure,Documentary,Sport",7.5,3012.0,nm6646390,Otto Bell
1967,Nuts!,96%,48,2016,tt5236900,Nuts!,2016,"Animation,Documentary",7.2,577.0,nm3704075,Penny Lane
1968,Fire at Sea (Fuocoammare),94%,88,2016,,,,,,,,
1969,Pete's Dragon,88%,229,2016,tt2788732,Pete's Dragon,2016,"Action,Adventure,Comedy",6.7,48718.0,nm1108007,David Lowery
1970,Deadpool,84%,323,2016,tt1431045,Deadpool,2016,"Action,Adventure,Comedy",8.0,804898.0,nm1783265,Tim Miller
1971,Deadpool,84%,323,2016,tt5464160,Deadpool,2016,"Comedy,Short",4.2,6.0,nm3766090,Doug Walker
1972,Deadpool,84%,323,2016,tt5709996,Deadpool,2016,Comedy,7.8,80.0,\N,
1973,"Life, Animated",93%,105,2016,tt3917210,"Life, Animated",2016,"Comedy,Documentary,Drama",7.5,4993.0,nm2141317,Roger Ross Williams
1974,A Bigger Splash,90%,175,2016,,,,,,,,
1975,Star Trek Beyond,85%,292,2016,tt2660888,Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",7.1,207209.0,nm0510912,Justin Lin
1976,Star Trek Beyond,85%,292,2016,tt5918162,Star Trek Beyond,2016,"Comedy,Talk-Show",7.6,23.0,nm1518150,Mike Stoklasa
1977,Don't Breathe,88%,218,2016,tt4160708,Don't Breathe,2016,"Crime,Horror,Thriller",7.1,182730.0,nm1793079,Fede Alvarez
1978,The Little Prince,93%,95,2016,,,,,,,,
1979,Hacksaw Ridge,86%,258,2016,tt2119532,Hacksaw Ridge,2016,"Biography,Drama,History",8.1,358335.0,nm0000154,Mel Gibson
1980,Florence Foster Jenkins,87%,214,2016,tt4136084,Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,44308.0,nm0001241,Stephen Frears
1981,Lion,85%,254,2016,tt3741834,Lion,2016,"Biography,Drama",8.1,177954.0,nm0204628,Garth Davis
1982,Everybody Wants Some!!,86%,222,2016,tt2937696,Everybody Wants Some!!,2016,Comedy,7.0,47080.0,nm0000500,Richard Linklater
1983,Miss Hokusai (Sarusuberi: Miss Hokusai),93%,56,2016,,,,,,,,
1984,The Last Man On The Moon,93%,45,2016,,,,,,,,
1985,Creepy (Kuripi: Itsuwari no rinjin),93%,43,2016,,,,,,,,
1986,A War (Krigen),91%,89,2016,,,,,,,,
1987,Demon,92%,65,2016,,,,,,,,
1988,"Right Now, Wrong Then",93%,41,2016,,,,,,,,
1989,A Man Called Ove (En man som heter Ove),90%,111,2016,,,,,,,,
1990,The Measure of a Man (La loi du marché),92%,60,2016,,,,,,,,
1991,I Am Not a Serial Killer,92%,53,2016,tt4303340,I Am Not a Serial Killer,2016,"Drama,Horror,Thriller",6.2,11983.0,nm0639376,Billy O'Brien
1992,Mountains May Depart (Shan he gu ren),91%,76,2016,,,,,,,,
1993,Sieranevada,92%,49,2016,tt4466490,Sieranevada,2016,"Comedy,Drama",7.5,3474.0,nm1090998,Cristi Puiu
1994,Into the Inferno,92%,48,2016,tt4846318,Into the Inferno,2016,Documentary,7.2,5455.0,nm0001348,Werner Herzog
1995,Zero Days,91%,70,2016,tt5446858,Zero Days,2016,Documentary,7.8,7759.0,nm0316795,Alex Gibney
1996,Eat That Question: Frank Zappa in His Own Words,91%,70,2016,tt5275830,Eat That Question: Frank Zappa in His Own Words,2016,"Biography,Documentary,Music",7.4,1025.0,nm0778343,Thorsten Schütte
1997,Barbershop: The Next Cut,90%,93,2016,tt3628584,Barbershop: The Next Cut,2016,"Comedy,Drama",5.9,13155.0,nm0002700,Malcolm D. Lee
1998,Lady Bird,99%,359,2017,tt4925292,Lady Bird,2017,"Comedy,Drama",7.4,171409.0,nm1950086,Greta Gerwig
1999,Lady Bird,99%,359,2017,tt7653616,Lady Bird,2017,"Comedy,Talk-Show",7.6,5.0,nm5741914,Chris Stuckmann
2000,Get Out,98%,347,2017,tt5052448,Get Out,2017,"Horror,Mystery,Thriller",7.7,379621.0,nm1443502,Jordan Peele
2001,Wonder Woman,93%,422,2017,tt0451279,Wonder Woman,2017,"Action,Adventure,Fantasy",7.5,473208.0,nm0420941,Patty Jenkins
2002,Wonder Woman,93%,422,2017,tt6950308,Wonder Woman,2017,Comedy,7.8,50.0,nm3766090,Doug Walker
2003,Wonder Woman,93%,422,2017,tt6974246,Wonder Woman,2017,"Comedy,Talk-Show",8.2,27.0,nm1518150,Mike Stoklasa
2004,Wonder Woman,93%,422,2017,tt7248862,Wonder Woman,2017,"Comedy,Talk-Show",7.2,9.0,nm5741914,Chris Stuckmann
2005,Wonder Woman,93%,422,2017,tt7396054,Wonder Woman,2017,Comedy,7.6,45.0,\N,
2006,Coco,97%,317,2017,tt2380307,Coco,2017,"Adventure,Animation,Comedy",8.4,263491.0,"nm2937122,nm0881279",
2007,Coco,97%,317,2017,tt7002100,Coco,2017,Horror,7.4,33.0,nm9039216,Neil Boultby
2008,Coco,97%,317,2017,tt7626162,Coco,2017,"Comedy,Talk-Show",6.8,5.0,nm5741914,Chris Stuckmann
2009,Dunkirk,92%,424,2017,tt5013056,Dunkirk,2017,"Action,Drama,History",7.9,454735.0,nm0634240,Christopher Nolan
2010,Dunkirk,92%,424,2017,tt7249134,Dunkirk,2017,"Comedy,Talk-Show",5.9,9.0,nm5741914,Chris Stuckmann
2011,The Big Sick,98%,280,2017,tt5462602,The Big Sick,2017,"Comedy,Drama,Romance",7.6,101892.0,nm0795290,Michael Showalter
2012,Star Wars: The Last Jedi,91%,430,2017,tt7692260,Star Wars: The Last Jedi,2017,\N,8.2,6.0,\N,
2013,Star Wars: The Last Jedi,91%,430,2017,tt7701852,Star Wars: The Last Jedi,2017,Comedy,7.6,44.0,nm3766090,Doug Walker
2014,Star Wars: The Last Jedi,91%,430,2017,tt7741398,Star Wars: The Last Jedi,2017,"Comedy,Talk-Show",6.8,30.0,nm5741914,Chris Stuckmann
2015,Star Wars: The Last Jedi,91%,430,2017,tt7767902,Star Wars: The Last Jedi,2017,"Comedy,Talk-Show",8.9,37.0,nm1518150,Mike Stoklasa
2016,Logan,93%,382,2017,tt3315342,Logan,2017,"Action,Drama,Sci-Fi",8.1,543669.0,nm0003506,James Mangold
2017,Logan,93%,382,2017,tt6647510,Logan,2017,"Action,Adventure,Comedy",7.9,8.0,\N,
2018,Logan,93%,382,2017,tt6923602,Logan,2017,Comedy,7.5,48.0,\N,
2019,Logan,93%,382,2017,tt7248070,Logan,2017,"Comedy,Talk-Show",5.8,8.0,nm5741914,Chris Stuckmann
2020,The Shape of Water,92%,402,2017,tt5580390,The Shape of Water,2017,"Adventure,Drama,Fantasy",7.3,297334.0,nm0868219,Guillermo del Toro
2021,Thor: Ragnarok,92%,383,2017,tt3501632,Thor: Ragnarok,2017,"Action,Adventure,Comedy",7.9,446459.0,nm0169806,Taika Waititi
2022,Thor: Ragnarok,92%,383,2017,tt7328238,Thor: Ragnarok,2017,"Action,Adventure,Comedy",8.8,13.0,\N,
2023,Thor: Ragnarok,92%,383,2017,tt7578224,Thor: Ragnarok,2017,"Comedy,Talk-Show",7.2,12.0,nm5741914,Chris Stuckmann
2024,Thor: Ragnarok,92%,383,2017,tt7604378,Thor: Ragnarok,2017,"Comedy,Talk-Show",8.1,23.0,nm1518150,Mike Stoklasa
2025,Baby Driver,93%,348,2017,tt3890160,Baby Driver,2017,"Action,Crime,Drama",7.6,351582.0,nm0942367,Edgar Wright
2026,Baby Driver,93%,348,2017,tt7088888,Baby Driver,2017,Comedy,7.7,6.0,\N,
2027,Baby Driver,93%,348,2017,tt7248868,Baby Driver,2017,"Comedy,Talk-Show",6.9,9.0,nm5741914,Chris Stuckmann
2028,The Florida Project,96%,282,2017,tt5649144,The Florida Project,2017,Drama,7.6,69684.0,nm0048918,Sean Baker
2029,Spider-Man: Homecoming,92%,362,2017,tt2250912,Spider-Man: Homecoming,2017,"Action,Adventure,Sci-Fi",7.5,400938.0,nm1218281,Jon Watts
2030,Spider-Man: Homecoming,92%,362,2017,tt7027740,Spider-Man: Homecoming,2017,"Action,Adventure,Comedy",7.4,12.0,\N,
2031,Spider-Man: Homecoming,92%,362,2017,tt7249114,Spider-Man: Homecoming,2017,"Comedy,Talk-Show",5.9,12.0,nm5741914,Chris Stuckmann
2032,Spider-Man: Homecoming,92%,362,2017,tt7578942,Spider-Man: Homecoming,2017,Comedy,7.1,37.0,\N,
2033,War for the Planet of the Apes,93%,330,2017,tt3450958,War for the Planet of the Apes,2017,"Action,Adventure,Drama",7.5,197121.0,nm0716257,Matt Reeves
2034,War for the Planet of the Apes,93%,330,2017,tt7249108,War for the Planet of the Apes,2017,"Comedy,Talk-Show",7.5,14.0,nm5741914,Chris Stuckmann
2035,"Three Billboards Outside Ebbing, Missouri",90%,373,2017,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,"Crime,Drama",8.2,330553.0,nm1732981,Martin McDonagh
2036,"Three Billboards Outside Ebbing, Missouri",90%,373,2017,tt7692256,"Three Billboards Outside Ebbing, Missouri",2017,"Comedy,Talk-Show",7.0,12.0,nm5741914,Chris Stuckmann
2037,I Am Not Your Negro,98%,193,2017,,,,,,,,
2038,Hidden Figures,93%,294,2017,tt7247994,Hidden Figures,2017,"Comedy,Talk-Show",7.2,11.0,nm5741914,Chris Stuckmann
2039,The Disaster Artist,91%,318,2017,tt3521126,The Disaster Artist,2017,"Biography,Comedy,Drama",7.4,108338.0,nm0290556,James Franco
2040,The Disaster Artist,91%,318,2017,tt7661660,The Disaster Artist,2017,"Comedy,Talk-Show",6.7,11.0,nm5741914,Chris Stuckmann
2041,The Disaster Artist,91%,318,2017,tt7732602,The Disaster Artist,2017,"Comedy,Talk-Show",8.0,24.0,nm1518150,Mike Stoklasa
2042,Blade Runner 2049,87%,402,2017,tt1856101,Blade Runner 2049,2017,"Drama,Mystery,Sci-Fi",8.0,367429.0,nm0898288,Denis Villeneuve
2043,Blade Runner 2049,87%,402,2017,tt7465768,Blade Runner 2049,2017,"Comedy,Talk-Show",8.0,29.0,nm5741914,Chris Stuckmann
2044,Blade Runner 2049,87%,402,2017,tt7479818,Blade Runner 2049,2017,"Comedy,Talk-Show",8.4,24.0,nm1518150,Mike Stoklasa
2045,Blade Runner 2049,87%,402,2017,tt7481170,Blade Runner 2049,2017,Comedy,5.8,6.0,\N,
2046,Mudbound,97%,180,2017,tt2396589,Mudbound,2017,"Drama,War",7.4,32866.0,nm2011696,Dee Rees
