,Movie Title,Review,Number of RT Reviews,Year,movie_ID,movie_title,year,genres,avg_rating,numVotes,directorID,director_name
812,For the Bible Tells Me So,98%,49,2007,tt0912583,For the Bible Tells Me So,2007,"Documentary,Romance",7.8,4233.0,nm1081568,Daniel G. Karslake
813,Killer of Sheep,97%,76,2007,,,,,,,,
814,Surfwise,98%,44,2007,tt0479547,Surfwise,2007,"Documentary,Sport",7.3,1378.0,nm0695629,Doug Pray
815,Grbavica,98%,44,2007,,,,,,,,
816,The Life of Reilly,98%,42,2007,,,,,,,,
817,No End in Sight,96%,95,2007,tt0912593,No End in Sight,2007,"Documentary,War",8.3,7855.0,nm2480587,Charles Ferguson
818,There Will Be Blood,91%,226,2007,tt0469494,There Will Be Blood,2007,Drama,8.2,458135.0,nm0000759,Paul Thomas Anderson
819,Away From Her,94%,143,2007,,,,,,,,
820,In the Shadow of the Moon,95%,113,2007,tt0925248,In the Shadow of the Moon,2007,"Documentary,History",8.1,6123.0,nm2270163,David Sington
821,Knocked Up,90%,248,2007,tt0478311,Knocked Up,2007,"Comedy,Drama,Romance",7.0,329341.0,nm0031976,Judd Apatow
822,Hairspray,91%,217,2007,tt0427327,Hairspray,2007,"Comedy,Drama,Musical",6.7,112176.0,nm0788202,Adam Shankman
823,Zodiac,90%,243,2007,tt0443706,Zodiac,2007,"Crime,Drama,Mystery",7.7,385260.0,nm0000399,David Fincher
824,The Counterfeiters,94%,125,2007,tt0813547,The Counterfeiters,2007,"Crime,Drama,War",7.6,40773.0,nm0752328,Stefan Ruzowitzky
825,The Host,93%,151,2007,,,,,,,,
826,Hot Fuzz,91%,203,2007,tt0425112,Hot Fuzz,2007,"Action,Comedy,Mystery",7.9,420668.0,nm0942367,Edgar Wright
827,Encounters at the End of the World,94%,110,2007,tt1093824,Encounters at the End of the World,2007,Documentary,7.8,15992.0,nm0001348,Werner Herzog
828,Up the Yangtze,96%,52,2007,tt1114277,Up the Yangtze,2007,Documentary,7.5,1689.0,nm1374747,Yung Chang
829,Triad Election (Hak se wui yi wo wai kwai),96%,48,2007,,,,,,,,
830,12:08 East of Bucharest (A fost sau n-a fost?),96%,47,2007,,,,,,,,
831,Nanking,96%,46,2007,tt0893356,Nanking,2007,"Biography,History,War",7.7,3221.0,"nm0349702,nm1383547",
832,My Winnipeg,94%,90,2007,tt1093842,My Winnipeg,2007,"Comedy,Documentary,Drama",7.6,4452.0,nm0534665,Guy Maddin
833,Michael Clayton,90%,198,2007,tt0465538,Michael Clayton,2007,"Crime,Drama,Mystery",7.3,148017.0,nm0006904,Tony Gilroy
834,My Kid Could Paint That,94%,83,2007,tt0912592,My Kid Could Paint That,2007,"Documentary,Family,Mystery",7.2,2991.0,nm0052737,Amir Bar-Lev
835,3:10 to Yuma,89%,218,2007,tt0381849,3:10 to Yuma,2007,"Action,Crime,Drama",7.7,268106.0,nm0003506,James Mangold
836,Waitress,90%,172,2007,tt0473308,Waitress,2007,"Comedy,Drama,Romance",7.0,41485.0,nm0791248,Adrienne Shelly
837,Eastern Promises,89%,199,2007,tt0765443,Eastern Promises,2007,"Crime,Drama,Thriller",7.7,212990.0,nm0000343,David Cronenberg
838,This Is England,93%,90,2007,,,,,,,,
839,The Simpsons Movie,88%,220,2007,tt0462538,The Simpsons Movie,2007,"Adventure,Animation,Comedy",7.3,289608.0,nm0798899,David Silverman
840,Rescue Dawn,90%,163,2007,,,,,,,,
841,Lake of Fire,94%,54,2007,,,,,,,,
842,U2 3D,92%,88,2007,tt0892375,U2 3D,2007,"Documentary,Music",8.4,2751.0,"nm3969724,nm0671210",
843,The Savages,89%,166,2007,tt0775529,The Savages,2007,"Comedy,Drama",7.2,34274.0,nm0420982,Tamara Jenkins
844,Superbad,87%,206,2007,tt0829482,Superbad,2007,Comedy,7.6,478611.0,nm0609549,Greg Mottola
845,The Italian,91%,93,2007,,,,,,,,
846,Before the Devil Knows You're Dead,88%,172,2007,tt0292963,Before the Devil Knows You're Dead,2007,"Crime,Drama,Thriller",7.3,89773.0,nm0001486,Sidney Lumet
847,An Unreasonable Man,92%,60,2007,,,,,,,,
848,O' Horten,91%,86,2007,,,,,,,,
849,La Graine et le Mulet (The Secret of the Grain) (Couscous),92%,53,2007,,,,,,,,
850,God Grew Tired Of Us,91%,69,2007,,,,,,,,
851,The Orphanage,87%,177,2007,tt0464141,The Orphanage,2007,"Drama,Horror,Mystery",7.5,136523.0,nm1291105,J.A. Bayona
852,Sweeney Todd: The Demon Barber of Fleet Street,85%,225,2007,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,"Drama,Horror,Musical",7.4,320006.0,nm0000318,Tim Burton
853,The Wind That Shakes the Barley,89%,113,2007,,,,,,,,
854,The Lookout,87%,167,2007,tt0427470,The Lookout,2007,"Crime,Drama,Thriller",7.0,54578.0,nm0291082,Scott Frank
855,Auf der Anderen Seite (The Edge of Heaven) (On the Other Side),90%,77,2007,,,,,,,,
856,Control,88%,112,2007,tt0421082,Control,2007,"Biography,Drama,Music",7.7,57424.0,nm0179221,Anton Corbijn
857,Control,88%,112,2007,tt1008278,Control,2007,"Adventure,Drama,Family",8.8,68.0,nm0907835,Jeffrey Walker
858,Must Read After My Death,90%,49,2007,tt1249414,Must Read After My Death,2007,Documentary,6.6,166.0,nm1840452,Morgan Dews
859,Young@Heart,88%,103,2007,tt1047007,Young@Heart,2007,"Documentary,Music",7.9,3741.0,"nm0908223,nm0963216",
860,Los Cronocrímenes (Timecrimes),89%,70,2007,,,,,,,,
861,Joe Strummer: The Future Is Unwritten,89%,64,2007,tt0800099,Joe Strummer: The Future Is Unwritten,2007,"Biography,Documentary,Music",7.7,3455.0,nm0854697,Julien Temple
862,Grindhouse,84%,194,2007,tt0462322,Grindhouse,2007,"Action,Horror,Thriller",7.6,168818.0,"nm0001675,nm0744834,nm0000233,nm0942367,nm0957772",
863,ShowBusiness: The Road to Broadway,89%,54,2007,tt0456004,ShowBusiness: The Road to Broadway,2007,Documentary,7.9,306.0,nm0075225,Dori Berinstein
864,Atonement,83%,213,2007,tt0783233,Atonement,2007,"Drama,Mystery,Romance",7.8,226360.0,nm0942504,Joe Wright
865,Bridge to Terabithia,85%,157,2007,tt0398808,Bridge to Terabithia,2007,"Adventure,Drama,Family",7.2,130249.0,nm0190780,Gabor Csupo
866,Shotgun Stories,89%,47,2007,tt0952682,Shotgun Stories,2007,"Drama,Thriller",7.3,9099.0,nm2158772,Jeff Nichols
867,Roman de gare,88%,73,2007,tt0889652,Roman de gare,2007,Drama,7.2,2293.0,nm0500988,Claude Lelouch
868,Starting Out in the Evening,87%,99,2007,tt0758784,Starting Out in the Evening,2007,"Drama,Romance",7.0,3020.0,nm1253674,Andrew Wagner
869,The Hoax,85%,151,2007,tt1266072,The Hoax,2007,Thriller,4.3,13.0,nm1920629,Huw Bowen
870,Breach,84%,177,2007,tt0401997,Breach,2007,"Biography,Crime,Drama",7.0,55459.0,nm0712753,Billy Ray
871,Into Great Silence,88%,65,2007,,,,,,,,
872,2 Days in Paris,86%,118,2007,tt0841044,2 Days in Paris,2007,"Comedy,Drama,Romance",6.8,28950.0,nm0000365,Julie Delpy
873,Red Road,87%,87,2007,,,,,,,,
874,Boy A,88%,59,2007,tt1078188,Boy A,2007,Drama,7.6,35645.0,nm1259871,John Crowley
875,Alexandra,88%,58,2007,tt1034427,Alexandra,2007,"Drama,War",7.0,2378.0,nm0812546,Aleksandr Sokurov
876,Alexandra,88%,58,2007,tt1059774,Alexandra,2007,Drama,7.8,5.0,nm1899613,Matt Daniels
877,Paris Je T'aime,86%,111,2007,,,,,,,,
878,Live Free or Die Hard,82%,208,2007,tt0337978,Live Free or Die Hard,2007,"Action,Thriller",7.1,369023.0,nm0936482,Len Wiseman
879,Syndromes and a Century,88%,43,2007,,,,,,,,
880,The Real Dirt on Farmer John,88%,42,2007,,,,,,,,
881,Times and Winds (Bes vakit),88%,40,2007,,,,,,,,
882,Charlie Wilson's War,82%,198,2007,tt0472062,Charlie Wilson's War,2007,"Biography,Comedy,Drama",7.1,99815.0,nm0001566,Mike Nichols
883,Charlie Wilson's War,82%,198,2007,tt1136278,Charlie Wilson's War,2007,"Documentary,Short",8.0,12.0,\N,
884,Into the Wild,82%,193,2007,tt0758758,Into the Wild,2007,"Adventure,Biography,Drama",8.1,519432.0,nm0000576,Sean Penn
885,The Witnesses,87%,47,2007,tt0487273,The Witnesses,2007,"Drama,Romance",6.8,2502.0,nm0029242,André Téchiné
886,L' Avocat de la Terreur (Terror's Advocate),87%,46,2007,,,,,,,,
887,Rocket Science,84%,111,2007,tt0477078,Rocket Science,2007,"Comedy,Drama",6.7,12508.0,nm0998825,Jeffrey Blitz
888,When the Road Bends: Tales of a Gypsy Caravan,86%,50,2007,,,,,,,,
889,American Gangster,80%,211,2007,tt0765429,American Gangster,2007,"Biography,Crime,Drama",7.8,363758.0,nm0000631,Ridley Scott
890,American Gangster,80%,211,2007,tt1262257,American Gangster,2007,"Biography,Crime,History",8.0,21.0,\N,
891,Talk to Me,82%,130,2007,tt0796368,Talk to Me,2007,"Biography,Drama,History",7.4,9017.0,nm0501435,Kasi Lemmons
892,Talk to Me,82%,130,2007,tt0941650,Talk to Me,2007,Drama,6.9,147.0,nm0909608,Dearbhla Walsh
893,War Dance,85%,47,2007,tt0912599,War Dance,2007,"Documentary,Music,War",7.9,1093.0,"nm0277658,nm2107225",
894,Mio Fratello è Figlio Unico (My Brother Is an Only Child),84%,63,2007,,,,,,,,
895,Manufactured Landscapes,84%,61,2007,,,,,,,,
896,A Mighty Heart,79%,195,2007,tt0829459,A Mighty Heart,2007,"Biography,Drama,History",6.7,25717.0,nm0935863,Michael Winterbottom
897,Harry Potter and the Order of the Phoenix,77%,247,2007,tt0373889,Harry Potter and the Order of the Phoenix,2007,"Adventure,Family,Fantasy",7.5,447489.0,nm0946734,David Yates
898,Harry Potter and the Order of the Phoenix,77%,247,2007,tt0944836,Harry Potter and the Order of the Phoenix,2007,"Action,Adventure,Drama",7.5,1706.0,nm2787929,Matt Birch
899,Lars and the Real Girl,81%,137,2007,tt0805564,Lars and the Real Girl,2007,"Comedy,Drama,Romance",7.3,130373.0,nm0318916,Craig Gillespie
900,XXY,84%,45,2007,tt0995829,XXY,2007,"Drama,Romance",7.1,12157.0,nm0699932,Lucía Puenzo
901,1408,79%,172,2007,tt0450385,1408,2007,"Drama,Horror",6.8,239877.0,nm0405632,Mikael Håfström
902,The Dark Knight,94%,331,2008,tt0468569,The Dark Knight,2008,"Action,Crime,Drama",9.0,2033112.0,nm0634240,Christopher Nolan
903,The Dark Knight,94%,331,2008,tt1260430,The Dark Knight,2008,"Documentary,Short",8.2,24.0,\N,
904,The Dark Knight,94%,331,2008,tt1774602,The Dark Knight,2008,"Comedy,Short",8.3,80.0,nm4177164,Andrew M. Smith
905,The Wrestler,98%,225,2008,tt1125849,The Wrestler,2008,"Drama,Sport",7.9,275866.0,nm0004716,Darren Aronofsky
906,Man on Wire,100%,157,2008,tt1155592,Man on Wire,2008,"Biography,Documentary",7.8,48937.0,nm1016428,James Marsh
907,Let the Right One In,98%,183,2008,tt1139797,Let the Right One In,2008,"Drama,Horror,Romance",7.9,193753.0,nm0019247,Tomas Alfredson
908,WALL-E,95%,253,2008,,,,,,,,
909,Iron Man,93%,274,2008,tt0371746,Iron Man,2008,"Action,Adventure,Sci-Fi",7.9,841021.0,nm0269463,Jon Favreau
910,Iron Man,93%,274,2008,tt1233205,Iron Man,2008,"Action,Adventure,Crime",6.7,1275.0,nm2309739,Jeffrey Tseng
911,Frost/Nixon,93%,254,2008,tt0870111,Frost/Nixon,2008,"Biography,Drama,History",7.7,96594.0,nm0000165,Ron Howard
912,Milk,93%,238,2008,tt1013753,Milk,2008,"Biography,Drama",7.6,154719.0,nm0001814,Gus Van Sant
913,Milk,93%,238,2008,tt1163568,Milk,2008,"Documentary,History",7.3,14.0,\N,
914,Milk,93%,238,2008,tt1284591,Milk,2008,Drama,6.7,2580.0,nm0969427,Semih Kaplanoglu
915,Milk,93%,238,2008,tt1362100,Milk,2008,"Drama,Short",7.6,15.0,nm3273813,Damien Hyde
916,Milk,93%,238,2008,tt1627079,Milk,2008,"Fantasy,Short",7.7,22.0,"nm3858000,nm3857386",
917,Aruitemo Aruitemo (Still Walking),100%,63,2008,,,,,,,,
918,The Class,96%,157,2008,tt1068646,The Class,2008,Drama,7.5,32163.0,nm0134559,Laurent Cantet
919,Slumdog Millionaire,91%,279,2008,tt1010048,Slumdog Millionaire,2008,"Drama,Romance",8.0,740798.0,"nm0000965,nm0849164",
920,Waltz with Bashir,96%,148,2008,tt1185616,Waltz with Bashir,2008,"Animation,Biography,Drama",8.0,51996.0,nm0284369,Ari Folman
921,35 Rhums (35 Shots of Rum),97%,63,2008,,,,,,,,
922,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),97%,62,2008,,,,,,,,
923,"Bigger, Stronger, Faster*",96%,76,2008,,,,,,,,
924,Trouble the Water,96%,75,2008,tt1149405,Trouble the Water,2008,Documentary,7.4,1834.0,"nm0504357,nm1179906",
925,Les Plages d'Agnès (The Beaches of Agnes),96%,71,2008,,,,,,,,
926,Happy-Go-Lucky,92%,158,2008,tt1045670,Happy-Go-Lucky,2008,"Comedy,Drama,Romance",7.0,35755.0,nm0005139,Mike Leigh
927,Gomorrah (Gomorra),92%,151,2008,,,,,,,,
928,Chop Shop,96%,53,2008,,,,,,,,
929,The Pool,96%,47,2008,,,,,,,,
930,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",95%,63,2008,tt0996966,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,Documentary,7.7,3655.0,nm0366867,Mark Hartley
931,Sugar,92%,135,2008,tt0990413,Sugar,2008,"Drama,Sport",7.2,4410.0,"nm1349818,nm0281396",
932,Bolt,89%,182,2008,tt0397892,Bolt,2008,"Adventure,Animation,Comedy",6.9,172417.0,"nm0930261,nm0397174",
933,Transsiberian,93%,83,2008,tt0800241,Transsiberian,2008,"Crime,Drama,Mystery",6.7,47471.0,nm0026442,Brad Anderson
934,Hellboy II: The Golden Army (Hellboy 2),86%,245,2008,,,,,,,,
935,Dear Zachary: A Letter to a Son About His Father,94%,49,2008,tt1152758,Dear Zachary: A Letter to a Son About His Father,2008,"Biography,Crime,Documentary",8.6,28967.0,nm0473936,Kurt Kuenne
936,Ballast,92%,78,2008,tt1153690,Ballast,2008,Drama,7.0,2112.0,nm0358475,Lance Hammer
937,Caramel,92%,77,2008,,,,,,,,
938,Hunger,90%,125,2008,tt0986233,Hunger,2008,"Biography,Drama",7.6,60711.0,nm2588606,Steve McQueen
939,Kung Fu Panda,87%,183,2008,tt0441773,Kung Fu Panda,2008,"Action,Adventure,Animation",7.6,375520.0,"nm0651706,nm0828970",
940,Kung Fu Panda,87%,183,2008,tt1191122,Kung Fu Panda,2008,"Action,Comedy,Family",7.5,292.0,nm0849314,Margaret Tang
941,Kung Fu Panda,87%,183,2008,tt1318457,Kung Fu Panda,2008,Documentary,6.0,5.0,\N,
942,Kung Fu Panda,87%,183,2008,tt1799673,Kung Fu Panda,2008,"Comedy,Short",4.4,10.0,nm3766090,Doug Walker
943,The Visitor,89%,117,2008,tt0969307,The Visitor,2008,Drama,6.4,506.0,nm1672969,J.-P. Valkeapää
944,Frozen River,88%,134,2008,tt0978759,Frozen River,2008,"Crime,Drama",7.2,23445.0,nm2581581,Courtney Hunt
945,I've Loved You So Long,88%,126,2008,tt1068649,I've Loved You So Long,2008,Drama,7.6,18988.0,nm1061623,Philippe Claudel
946,Momma's Man,91%,46,2008,tt1122599,Momma's Man,2008,"Comedy,Drama",6.1,568.0,nm0414337,Azazel Jacobs
947,Ghost Town,85%,184,2008,tt0995039,Ghost Town,2008,"Comedy,Drama,Fantasy",6.7,65623.0,nm0462895,David Koepp
948,Ghost Town,85%,184,2008,tt1613084,Ghost Town,2008,Documentary,7.7,35.0,nm3630618,Dayong Zhao
949,Le fils de l'épicier (The Grocer's Son),90%,60,2008,,,,,,,,
950,Wendy and Lucy,85%,181,2008,tt1152850,Wendy and Lucy,2008,Drama,7.1,14626.0,nm0716980,Kelly Reichardt
951,Rachel Getting Married,84%,198,2008,tt1084950,Rachel Getting Married,2008,"Drama,Romance",6.7,44782.0,nm0001129,Jonathan Demme
952,24 City (Er shi si cheng ji),90%,42,2008,,,,,,,,
953,Un Conte de Noël (A Christmas Tale),86%,130,2008,,,,,,,,
954,Gonzo: The Life and Work of Hunter S. Thompson,87%,97,2008,,,,,,,,
955,Tropic Thunder,81%,242,2008,tt0942385,Tropic Thunder,2008,"Action,Adventure,Comedy",7.0,348634.0,nm0001774,Ben Stiller
956,Tropic Thunder,81%,242,2008,tt1262280,Tropic Thunder,2008,"Documentary,Short",6.0,9.0,\N,
957,In Bruges,83%,193,2008,tt0780536,In Bruges,2008,"Comedy,Crime,Drama",7.9,358349.0,nm1732981,Martin McDonagh
958,I.O.U.S.A.,88%,65,2008,tt0963807,I.O.U.S.A.,2008,Documentary,7.6,1794.0,nm0187091,Patrick Creadon
959,Forgetting Sarah Marshall,83%,183,2008,tt0800039,Forgetting Sarah Marshall,2008,"Comedy,Drama,Romance",7.2,245822.0,nm0831557,Nicholas Stoller
960,Mongol,86%,100,2008,,,,,,,,
961,Shine a Light,85%,124,2008,tt0893382,Shine a Light,2008,"Biography,Documentary,Music",7.2,10458.0,nm0000217,Martin Scorsese
962,The Black Balloon,88%,40,2008,tt0865297,The Black Balloon,2008,"Drama,Romance",7.3,8207.0,nm1171959,Elissa Down
963,Meduzot (Jellyfish),87%,62,2008,,,,,,,,
964,Vicky Cristina Barcelona,81%,207,2008,tt0497465,Vicky Cristina Barcelona,2008,"Comedy,Drama,Romance",7.1,226122.0,nm0000095,Woody Allen
965,Der Baader Meinhof Komplex (The Baader Meinhof Complex),85%,98,2008,,,,,,,,
966,Indiana Jones and the Kingdom of the Crystal Skull,78%,269,2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action,Adventure",6.2,388734.0,nm0000229,Steven Spielberg
967,Indiana Jones and the Kingdom of the Crystal Skull,78%,269,2008,tt1799670,Indiana Jones and the Kingdom of the Crystal Skull,2008,"Comedy,Short",5.8,20.0,nm3766090,Doug Walker
968,Lorna's Silence,85%,96,2008,tt1186369,Lorna's Silence,2008,Drama,7.2,7773.0,"nm0201095,nm0201094",
969,Flammen & Citronen (Flame & Citron) (The Flame and the Lemon),86%,70,2008,,,,,,,,
970,Doubt,80%,212,2008,tt0918927,Doubt,2008,"Drama,Mystery",7.5,112733.0,nm0788234,John Patrick Shanley
971,Doubt,80%,212,2008,tt1351130,Doubt,2008,"Drama,Short",7.2,16.0,nm3249421,Zachary Junt
972,Two Lovers,82%,161,2008,tt1103275,Two Lovers,2008,"Drama,Romance",7.0,33650.0,nm0336695,James Gray
973,JCVD (Van Dammage),84%,106,2008,,,,,,,,
974,Burn After Reading,78%,238,2008,tt0887883,Burn After Reading,2008,"Comedy,Crime,Drama",7.0,285173.0,"nm0001053,nm0001054",
975,Burn After Reading,78%,238,2008,tt1309165,Burn After Reading,2008,\N,5.3,9.0,\N,
976,Burn After Reading,78%,238,2008,tt1799659,Burn After Reading,2008,"Comedy,Short",4.4,9.0,nm3766090,Doug Walker
977,Beaufort,85%,52,2008,,,,,,,,
978,Roman Polanski: Wanted and Desired,85%,48,2008,tt1157705,Roman Polanski: Wanted and Desired,2008,"Crime,Documentary",7.3,4587.0,nm0954912,Marina Zenovich
979,In Search of a Midnight Kiss,84%,64,2008,,,,,,,,
980,The Spiderwick Chronicles,80%,145,2008,tt0416236,The Spiderwick Chronicles,2008,"Action,Adventure,Drama",6.6,80619.0,nm0914134,Mark Waters
981,The Spiderwick Chronicles,80%,145,2008,tt1086795,The Spiderwick Chronicles,2008,"Adventure,Drama,Fantasy",6.8,151.0,\N,
982,Cloverfield,77%,206,2008,tt1060277,Cloverfield,2008,"Action,Horror,Sci-Fi",7.0,348280.0,nm0716257,Matt Reeves
983,Cloverfield,77%,206,2008,tt1644155,Cloverfield,2008,Comedy,6.7,87.0,nm3766090,Doug Walker
984,Cloverfield,77%,206,2008,tt1708785,Cloverfield,2008,Talk-Show,7.8,8.0,\N,
985,Disgrace,83%,59,2008,tt0445953,Disgrace,2008,Drama,6.6,4985.0,nm0414646,Steve Jacobs
986,Fifty Dead Men Walking,83%,52,2008,tt1097643,Fifty Dead Men Walking,2008,"Crime,Drama,Thriller",6.9,10321.0,nm0804556,Kari Skogland
987,The Bank Job,79%,144,2008,tt0200465,The Bank Job,2008,"Crime,Thriller",7.2,165152.0,nm0002044,Roger Donaldson
988,Dr. Seuss' Horton Hears a Who!,79%,132,2008,,,,,,,,
989,Kit Kittredge: An American Girl,80%,103,2008,tt0846308,Kit Kittredge: An American Girl,2008,"Drama,Family",6.6,5245.0,nm0005390,Patricia Rozema
990,Role Models,77%,161,2008,tt0430922,Role Models,2008,Comedy,6.8,210669.0,nm0906476,David Wain
991,Role Models,77%,161,2008,tt1169960,Role Models,2008,"Comedy,Reality-TV",6.8,6.0,nm2015366,Mark S. Jacobs
992,Standard Operating Procedure,79%,107,2008,tt0896866,Standard Operating Procedure,2008,"Crime,Documentary,War",7.5,3665.0,nm0001554,Errol Morris
993,Nothing But the Truth,81%,58,2008,tt1073241,Nothing But the Truth,2008,"Crime,Drama,Mystery",7.2,33980.0,nm0527109,Rod Lurie
994,Nothing But the Truth,81%,58,2008,tt1510314,Nothing But the Truth,2008,"Animation,Family,Fantasy",7.6,5.0,nm0779036,David Scott
995,Nothing But the Truth,81%,58,2008,tt1653915,Nothing But the Truth,2008,"Comedy,Drama",6.3,13.0,nm0434712,John Kani
996,Chicago 10,80%,82,2008,tt1309975,Chicago 10,2008,Documentary,8.0,16.0,nm0605137,Brett Morgen
997,Yella,81%,53,2008,,,,,,,,
998,Miss Pettigrew Lives for a Day,77%,146,2008,tt0970468,Miss Pettigrew Lives for a Day,2008,"Comedy,Romance",7.1,24865.0,nm0620576,Bharat Nalluri
999,Flow: For Love of Water,81%,48,2008,tt1149583,Flow: For Love of Water,2008,Documentary,7.7,1070.0,"nm0758335,nm4215187",
1000,Baghead,79%,95,2008,tt0923600,Baghead,2008,"Comedy,Drama,Horror",6.0,4014.0,"nm0243231,nm0243233",
1001,Appaloosa,76%,161,2008,tt0800308,Appaloosa,2008,"Crime,Drama,Romance",6.8,55388.0,nm0000438,Ed Harris
1002,Ashes of Time Redux,79%,86,2008,,,,,,,,
1003,I Served the King of England,79%,86,2008,,,,,,,,
1004,Kirschblüten - Hanami (Cherry Blossoms),80%,56,2008,,,,,,,,
1005,Un Secret (A Secret),80%,45,2008,,,,,,,,
1006,Afterschool,80%,44,2008,tt1224366,Afterschool,2008,"Drama,Mystery",6.1,3917.0,nm1290515,Antonio Campos
1007,Body of War,80%,41,2008,,,,,,,,
1008,Nick and Norah's Infinite Playlist,74%,183,2008,tt0981227,Nick and Norah's Infinite Playlist,2008,"Comedy,Drama,Music",6.7,83954.0,nm0813164,Peter Sollett
1009,Che: Part Two (Guerrilla),79%,52,2008,,,,,,,,
1010,The Curious Case of Benjamin Button,71%,246,2008,tt0421715,The Curious Case of Benjamin Button,2008,"Drama,Fantasy,Romance",7.8,534047.0,nm0000399,David Fincher
1011,The Curious Case of Benjamin Button,71%,246,2008,tt3011584,The Curious Case of Benjamin Button,2008,Documentary,7.8,5.0,\N,
1012,Water Lilies,78%,45,2008,,,,,,,,
1013,Üç Maymun (Three Monkeys),77%,61,2008,,,,,,,,
1014,Wanted,71%,203,2008,tt0493464,Wanted,2008,"Action,Crime,Fantasy",6.7,337246.0,nm0067457,Timur Bekmambetov
1015,Elegy,74%,120,2008,tt0974554,Elegy,2008,"Drama,Romance",6.8,21050.0,nm0170043,Isabel Coixet
1016,Tokyo!,76%,66,2008,tt0976060,Tokyo!,2008,"Comedy,Drama,Fantasy",7.1,8476.0,"nm0327273,nm0094435,nm0136021",
1017,"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies)",76%,58,2008,,,,,,,,
1018,La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two),74%,87,2008,,,,,,,,
1019,La Mujer sin Cabeza (The Headless Woman),75%,51,2008,,,,,,,,
1020,"Definitely, Maybe",71%,146,2008,tt0832266,"Definitely, Maybe",2008,"Comedy,Drama,Romance",7.2,144873.0,nm0111845,Adam Brooks
1021,Under the Same Moon,73%,93,2008,,,,,,,,
1022,Quantum of Solace,65%,287,2008,tt0830515,Quantum of Solace,2008,"Action,Adventure,Thriller",6.6,374737.0,nm0286975,Marc Forster
1023,Quantum of Solace,65%,287,2008,tt1139644,Quantum of Solace,2008,"Action,Adventure,Thriller",6.7,7237.0,nm7703986,Adam Gascoine
1024,The Incredible Hulk,67%,227,2008,tt0800080,The Incredible Hulk,2008,"Action,Adventure,Sci-Fi",6.8,390812.0,nm0504642,Louis Leterrier
1025,The Incredible Hulk,67%,227,2008,tt1221815,The Incredible Hulk,2008,"Action,Adventure,Sci-Fi",6.7,802.0,\N,
1026,The Incredible Hulk,67%,227,2008,tt1260432,The Incredible Hulk,2008,"Documentary,Short",7.8,5.0,\N,
