,genre_ids,id,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,release_month
8338,[18],336804,Mustang,"In a Turkish village, five orphaned sisters live under strict rule while members of their family prepare their arranged marriages.",7.537,2015-06-17,Mustang,8.0,691,2015.0,6.0
8339,[18],500860,The Mustang,"While participating in a rehabilitation program training wild mustangs, a convict at first struggles to connect with the horses and his fellow inmates, but he learns to confront his violent past as he soothes an especially feisty horse.",4.226,2019-03-15,The Mustang,0.0,1,2019.0,3.0
8340,"[12, 10751]",290163,Mustang,"Pechudo is a magnificent jet-black stallion who epitomizes the adjective, ""freedom."" Running wild in Mexico, Pechudo and his running mates are constantly being sought out and captured by ranchers. Time and again, however, Pechudo would elude capture, then return and seek out his fellow mustangs and free them, and the adventure would repeat itself.",1.259,1973-10-07,Mustang,7.0,3,1973.0,10.0
8341,[18],430791,Mustang,"Weekend-dad Kim-Andre is trying hard to be the perfect father for his daughter Mina, but must deal with his mother when she steals the trump card of his - a newly renovated Ford Mustang.",0.685,2016-12-16,Mustang,9.0,2,2016.0,12.0
8342,[37],331773,Mustang!,"With a simple plot and not much else, this undistinguished western is about Gabe (Jack Beutel), a rodeo name whose penchant for gambling causes him to lose all the money he made and quickly look for a steady job. Gabe ends up on a ranch plugging away as a cowhand but cannot escape his affinity for horses. Lou (Steve Keyes) and his sister Nancy (Madalyn Trahey) own the ranch and Lou comes into conflict with Gabe when he decides to kill a wild Palomino. Gabe will not allow it because he knows the stallion can be tamed. Environmentalists and others should enjoy the bloopers which put moose in Oklahoma, a raccoon in the 'possum family, and several animals in the wrong proximity.",0.6,1959-03-14,Mustang!,0.0,0,1959.0,3.0
8343,[27],64771,Mustang Sally's Horror House,"Looking for a little fun before resuming another grueling semester at college, six buddies visit Mustang Sally's whorehouse, where they expect the madam to introduce them to the girls of their dreams. As it turns out, however, the madam has more on her mind than passion, and the lads soon find themselves lured into a trap from which they may never escape in this campy horror treat starring Elizabeth Daily, Lindsey Labrum and Mark Parrish.",1.562,2006-06-18,Mustang Sally's Horror House,3.8,4,2006.0,6.0
8344,"[35, 18]",422753,Mustang Island,"After his girlfriend dumps him at a New Year's Eve party, Bill and his friends drive to an off-season beach town to win her back.",0.803,2017-04-01,Mustang Island,6.5,10,2017.0,4.0
8345,"[37, 99, 10751]",277479,American Mustang,"Fueled by stunning footage, this stirring documentary considers wild horses' role in the American psyche and their dwindling numbers in today's West. In an artful blend of exquisite nature documentary and character-driven narrative, the majestic wild horses of the American West are revealed in stereoscopic 3D as never before. The wonder in a girl’s eye pulls us into the drama that unfolds on hundreds of millions of acres of public land. The battle lines have long been carved into the landscape, and the players are deeply entrenched. Yet as the subtle choreography that has evolved over thousands of years begins, we are captivated. The intricate dance between a man and a wild horse presents lessons for us all, even the battle-hardened special interest groups fighting for the place of the AMERICAN MUSTANG.",0.731,2013-11-07,American Mustang,0.0,0,2013.0,11.0
8346,"[37, 16, 12, 35, 10751]",9023,Spirit: Stallion of the Cimarron,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",12.585,2002-05-24,Spirit: Stallion of the Cimarron,7.6,1904,2002.0,5.0
8347,[37],223793,Mustang Country,A rancher and former rodeo star comes across a runaway boy while he is hunting a wild stallion.,0.6,1976-03-29,Mustang Country,3.0,1,1976.0,3.0
8348,[37],455777,Fighting Mustang,"Filmed back-to-back with three other Sunset Carson vehicles in 1947, this Yucca Pictures Western starred the former Republic cowboy as a Texas Ranger chasing a gang of rustlers into the notorious outlaw territory of Three Corners. Attempting to sabotage the proposed annexation of the territory, desperado Bart Dawson (Stephen Keyes) and his men ambush Sunset and his young trainee Jed (Al Terry). The villains, who have been terrorizing pretty trading post operator Helen Bennett (Patricia Starling), are eventually defeated by the rangers in a violent gun battle and the planned annexation takes place on schedule. For all intents and purposes, the handsome but wooden Sunset Carson ended his screen career with this series of extremely low-budget Westerns, originally filmed in 16mm and released by that dumping ground of Poverty Row flotsam, Astor Pictures.",0.6,1948-02-20,Fighting Mustang,0.0,0,1948.0,2.0
8349,[],327299,Wild Mustang,"Prison escapee Utah Evans kills Sheriff McClay. Joe Norton was McClay's predecessor and sent Utah to prison. Ma McClay having taken over as Sheriff for her husband, now gets Joe to return. Joe sets out to get Utah and Utah, learning Joe is after him, hopes to get revenge for being sent to prison.",0.6,1935-10-21,Wild Mustang,0.0,0,1935.0,10.0
8350,[37],86318,Black Horse Canyon,The story of a wild black stallion and the cowboys who set out to capture him.,1.4,1954-06-01,Black Horse Canyon,5.5,2,1954.0,6.0
8351,[],270789,Mustang: Journey of Transformation,"Lost in time, the Himalayan Kingdom of Mustang is one of the last sanctuaries of authentic Tibetan Buddhist culture. But, long isolated by geography and politics, the people struggle to survive and the center of their culture, the fifteenth century monasteries and the art within are dangerously close to collapse. Mustang - Journey of Transformation, tells the compelling story of the efforts to rescue this ancient place from the brink of extinction and help spark a cultural renaissance. Storytellers include His Holiness the Dalai Lama; the King of Mustang; and Luigi Fieni, the chief art restorer.",0.6,2009-11-01,Mustang: Journey of Transformation,0.0,0,2009.0,11.0
8352,[],465451,Journey to Mustang,The story of a filmmaker and his mother.,0.6,,Journey to Mustang,0.0,0,,
8353,[99],279993,Mustang: The House That Joe Built,"A documentary about the girls of the Mustang Ranch, a legal brothel in Nevada.",0.84,1977-07-27,Mustang: The House That Joe Built,0.0,0,1977.0,7.0
8354,[99],275276,Himalaya - Ladakh Spiti Mustang,,0.6,2011-05-11,Himalaya - Ladakh Spiti Mustang,0.0,0,2011.0,5.0
8355,[],278447,"Mustang, el último reino perdido",,0.6,,"Mustang, el último reino perdido",0.0,0,,
8356,[],311788,Extreme Mustang: Back to the Track,Engineers from Ford Racing and motor sport company Multimatic join forces to transform a street-legal Mustang into a high-performance track racer in this dynamic documentary for car lovers. Follow the action from the design phase through the meticulous tweaking of the supercharged pony car until it's ready to take to the track. NASCAR star Kurt Busch test-drives the mean machine once it's been converted into the ultimate gearhead fantasy car.,0.6,,Extreme Mustang: Back to the Track,0.0,0,,
8357,[],317511,Military History: Fury of the Mustang,"Fast, well-made and durable, the subject of this documentary -- the P-51 Mustang -- flew as a bomber escort in World War II, earning a reputation for speed and power that led Ford Motor Co. to name a new sports coupe after it in the mid-1960s. Providing an up-close look at the heavily armed, supercharged aircraft, the program shows viewers just what it would be like to have one of these monsters diving down at them from 25,000 feet.",0.6,,Military History: Fury of the Mustang,0.0,0,,
8358,"[53, 18]",296098,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",11.44,2015-10-15,Bridge of Spies,7.2,4143,2015.0,10.0
8359,[18],265228,Timbuktu,A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed. A look at the brief occupation of Timbuktu by militant Islamic rebels.,5.034,2014-12-10,Timbuktu,7.0,241,2014.0,12.0
8360,[10752],173882,Timbuktu,An American wheeler-dealer woos a colonel's wife amid danger at a French Foreign Legion fort.,1.717,1958-11-27,Timbuktu,6.0,1,1958.0,11.0
8361,"[35, 878, 10770]",95832,Between Time and Timbuktu,"A poet-astronaut is shot through an area of space called the Chronosynclastic Infundibulum. He is duplicated into infinite copies of himself, each of whom finds himself in a bizarre situations on a different world. (These scenarios are all derived from the novels and short stories of 'Kurt Vonnegut Jr.', including Cat's Cradle, Welcome to the Monkey House, 'Harrison Bergeron', and 'Happy Birthday, Wanda June'",0.6,1972-01-01,Between Time and Timbuktu,0.0,0,1972.0,1.0
8362,[],508400,From Here to Timbuktu,"Shorts from five countries (Australia, Japan, Russia, Slovenia, and United States) that all have to do with love. They are also all LGBT themed and/or directed.",0.6,2010-06-14,From Here to Timbuktu,0.0,0,2010.0,6.0
8363,[99],68366,The Lost Libraries of Timbuktu,"Aminatta Forna tells the story of legendary Timbuktu and its long hidden legacy of hundreds of thousands of ancient manuscripts. With its university founded around the same time as Oxford, Timbuktu is proof that the reading and writing of books have long been as important to Africans as to Europeans.",0.6,,The Lost Libraries of Timbuktu,5.3,2,,
8364,[35],71793,París-Tombuctú,"The story of an old surgeon and with impotence problems that believes he's near to death. But before throwing in the towel and take the bike goes from Paris to Timbuktu African French. And midway through the unique inner journey, the hero will stop and inn in Calabuch. And the place that impressed both decide to stay there with his peculiar people: killing a nun, a priest convicted felon, a lesbian mayor ...",0.643,1999-09-10,París-Tombuctú,5.3,3,1999.0,9.0
8365,[18],284853,Viaje a Tombuctú,"Trip to Timbuktu is the story of Ana and Lucho, two teenagers who live in Peru. Their story of love, which starts in childhood, reveals the changes which took place in this country during the 80's. For them, the only way to survive in the middle of violence, poverty and lack of opportunities is through their love, a sort of refuge which has as its homeland an imaginary country called Timbuktu. Nevertheless, the reality will stand in their way and collapse their utopia.",0.6,2014-05-29,Viaje a Tombuctú,1.0,1,2014.0,5.0
8366,[99],291817,Seymour: An Introduction,"Ethan Hawke directs this intimate documentary portrait of classical pianist, composer, author, teacher and sage Seymour Bernstein.",1.209,2015-03-13,Seymour: An Introduction,7.3,8,2015.0,3.0
8367,"[28, 80, 53]",273481,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,19.653,2015-09-17,Sicario,7.3,4310,2015.0,9.0
8368,"[28, 80, 18, 53]",400535,Sicario: Day of the Soldado,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,27.958,2018-06-27,Sicario: Day of the Soldado,6.7,1162,2018.0,6.0
8369,[],95700,Sicario,"Jairo is a teenager living in a marginal world, in a neighborhood full of drugs and assaults. Tired of poverty and his family hell, he is forced to resort to violence. He thinks his only way out of misery through the world of crime, so he decides to participate in an assault to get money with which to regain their dignity.",0.612,1994-07-20,Sicario,7.1,5,1994.0,7.0
8370,"[18, 80]",262976,Il sicario,A drama directed by Damiano Damiani.,1.091,1961-03-11,Blood Feud,0.0,0,1961.0,3.0
8371,[99],56519,"El Sicario, Room 164","The story of a hitman for the drug cartels in Ciudad Juarez, Mexico.",1.292,2010-09-05,"El Sicario, Room 164",7.3,13,2010.0,9.0
8372,"[99, 80]",519771,De sicario a Youtuber,Pablo Escobar's former hitman John Jairo Velásquez turns to YouTube to share his story and seek forgiveness for the hundreds of murders he committed.,1.262,2018-04-01,De sicario a Youtuber,5.7,3,2018.0,4.0
8373,[80],529180,"Sicario 77, vivo o morto",,1.4,1966-08-20,"Killer 77, Alive or Dead",0.0,0,1966.0,8.0
8374,[],339929,Sicario del infierno,"Action -  -  Garate Valdez Arturo, Leo Bucio, Luis Leonardo Bucio",0.6,2013-08-11,Sicario del infierno,0.0,0,2013.0,8.0
8375,"[14, 27]",38321,Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",10.045,2011-05-05,Priest,5.5,1107,2011.0,5.0
8376,"[35, 28, 12]",26199,The Liquidator,"Spy spoof about Boysie Oakes, a British secret agent who specialises in Liquidating. In actual fact he contracts out the work and pretends it is was himself. This leads to complications.",1.523,1965-01-01,The Liquidator,5.8,9,1965.0,1.0
8377,[],448832,Sicario: ejecución de mando,A young hitman is challenged by the city's top hired gun to see if he's worthy to take his place in the world.,0.6,2009-08-04,Sicario: ejecución de mando,0.0,0,2009.0,8.0
8378,"[28, 80, 35, 12]",52661,99 and 44/100% Dead,"Uncle Frank Kelly calls on Harry Crown to help him in a gang war. The war becomes personal when Harry's new girlfriend is kidnapped by Uncle Frank's enemy, Big Eddie.",0.84,1974-08-29,99 and 44/100% Dead,5.0,3,1974.0,8.0
8379,"[80, 18, 10749]",44321,La virgen de los sicarios,"World-weary arthur Fernando has returned to his native Colombia to live out his days in peace.  But Fernando's once-quiet hometown has become a hotbed of violence, drugs and corruption.  On the brink of despair, Fernando meets Alexis, a beautiful but hardened street kid who lives by the rule of the gun.  Together, they forge an unlikely relationship.",3.096,2000-09-01,Our Lady of the Assassins,7.0,27,2000.0,9.0
8380,[],589900,Pasaporte Pampliega - La Ruta De Los Sicarios,,0.6,,Pasaporte Pampliega - La Ruta De Los Sicarios,0.0,0,,
8381,"[28, 12, 18]",376003,Mercury Plains,"A troubled man runs away to Mexico and is recruited to join a paramilitary group of teens fighting the drug cartels. He proves himself to the group, but questions their motive.",3.116,2016-01-05,Mercury Plains,4.7,30,2016.0,1.0
8382,"[16, 35, 18, 10749]",291270,Anomalisa,A man crippled by the mundanity of his life experiences something out of the ordinary.,5.265,2015-12-30,Anomalisa,7.0,885,2015.0,12.0
8383,"[18, 878]",264660,Ex Machina,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",18.458,2015-01-21,Ex Machina,7.6,7753,2015.0,1.0
8384,"[16, 28, 53, 878]",13981,エクスマキナ,"As members of ESWAT, the elite forces serving Olympus, Deunan and Briaereos they are deployed everywhere trouble strikes. Olympus finds itself under a stealth attack - cyborg terrorism, deadly nanotech zealots, and rioting citizens are just some of the threats that Deunan must contend with as she fights to save Olympus!",7.224,2007-10-19,Appleseed: Ex Machina,6.7,102,2007.0,10.0
8385,[],548742,Deus Ex Machina,An Epic Sci-Fi Fantasy about a future where the government has learned how to create a virtual reality heaven and hell for our souls when we die.,0.6,,Deus Ex Machina,0.0,0,,
8386,[],369801,Digitaria Ex Machina,"“This is a Saturday, all my friends are dead”. The film meets Digitaria as they tour South America releasing their second album: Emotion-simulation.",0.6,2015-10-20,Digitaria Ex Machina,0.0,0,2015.0,10.0
8387,[],464619,Deus ex Machina,,0.6,,Deus ex Machina,8.0,1,,
8388,"[53, 18]",465685,Deus Ex-machina,,0.6,1995-01-01,Deus Ex-machina,0.0,0,1995.0,1.0
8389,[99],588933,Through the Looking Glass: Making Ex Machina,This documentary features interviews which get into some of the philosophical as well as the technical issues confronting the filmmakers behind Alex Garland's 2014 science fiction film 'Ex Machina'.,0.6,2015-07-15,Through the Looking Glass: Making Ex Machina,0.0,0,2015.0,7.0
8390,"[18, 10749]",27744,يد إلهية‎,"Santa Claus tries to outrun a gang of knife-wielding youth. It's one of several vignettes of Palestinian life in Israel - in a neighborhood in Nazareth and at Al-Ram checkpoint in East Jerusalem. Most of the stories are droll, some absurd, one is mythic and fanciful; few words are spoken. A man who goes through his mail methodically each morning has a heart attack. His son visits him in hospital. The son regularly meets a woman at Al-Ram; they sit in a car, hands caressing. Once, she defies Israeli guards at the checkpoint; later, Ninja-like, she takes on soldiers at a target range. A red balloon floats free overhead. Neighbors toss garbage over walls. Life goes on until it doesn't.",0.874,2002-01-01,Divine Intervention,6.0,15,2002.0,1.0
8391,[99],441636,Deus ex Machina: The Philosophy of Donnie Darko,"The feature-length documentary about the making of the cult film favorite, Donnie Darko.",0.6,2016-12-12,Deus ex Machina: The Philosophy of Donnie Darko,6.0,1,2016.0,12.0
8392,"[35, 18]",308084,Tangerine,"It's Christmas Eve in Tinseltown and Sin-Dee is back on the block. Upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, Alexandra, embark on a mission to get to the bottom of the scandalous rumor. Their rip-roaring odyssey leads them through various subcultures of Los Angeles, including an Armenian family dealing with their own repercussions of infidelity.",6.283,2015-07-10,Tangerine,7.0,305,2015.0,7.0
8393,[10402],146266,Tangerine Dream - Loreley,"On July 18th, 2008 Tangerine Dream performed an open air concert as part of the ""Night Of The Prog Festival"" at the Loreley Rock at the river Rhine in Germany. On this occasion, they released the 'mini cupdisc' Das Romantische Opfer. As most of TD's concerts of recent years, the gig was filmed and finally released at the end of 2008 as Loreley on DVD. The single DVD comes with a four page insert featuring photos of the line-up, credits and the track listing.  The animated menu provides the options to play the complete concert as well as to start from individual tracks, to view the credits or a ""Behind The Scenes"" bonus feature, and to do the audio setup (Stereo 2.0 or Dolby Surround 5.1).",1.4,2008-12-01,Tangerine Dream - Loreley,4.3,2,2008.0,12.0
8394,[18],78401,Tangerine,"Amira, an aspiring young dancer, is cast out of her uncle's home in Tangiers when she refuses to either get married or become a housemaid. She finds refuge in the apartment of some girlfriends who earn their living as prostitutes. Pia and Tom, a young German couple, have come to Morocco seeking musical inspiration. When they meet her in a nightclub, Amira's sensual dancing inspires the thought of a potential love triangle that might help stimulate Pia's stagnant relationship with Tom. Amira, with ulterior motives, embraces the idea of an affair with Tom, hoping this might provide an opportunity to change her fate.",0.6,2008-10-23,Tangerine,7.0,1,2008.0,10.0
8395,[],549843,Tangerine,"Tangerine is a multi conceptual experience based off the true story of Ryan Layden. A performing artist that moved to Austin, Tx in 2006 to bring to life a magical Tangerine forest that was promised to his first love Danielle before she died. Using film, orchestration, visual art and dance the forest comes to life fulfilling his promise to Danielle and inspiring others who also have lost.",0.6,2016-11-01,Tangerine,0.0,0,2016.0,11.0
8396,[99],49606,The Tangerine Dream,"The Tangerine Dream is a film that represents 10 years of broken down trucks, whiskey bottles, wanderlust and the most down and dirty skiing and boarding you have ever seen. This rusty orange story is about the origins of TGR, outlaw athletes and the ragged lifestyle that has kept this posse's dream and way of life alive. The movement is stronger than ever with Nobis accomplishing the impossible in Alaska, the Olenicks taking their park skills to AK, Jeremy Jones straight-lining 50 degree spine walls, Sage fusing style and big mountain and Dana Flahr emerging as a dominate force in s kiing. This vagabond tale will take you through the lifestyle of skiing and the passion that continues to change the face of the sport. Take a ride in the orange truck that started it all on a rowdy road trip through India, Turkey, Switzerland, France, Alaska, Aspen, Utah, Montana, California and Jackson Hole.",0.84,2005-09-15,The Tangerine Dream,0.0,0,2005.0,9.0
8397,"[18, 35]",471540,Cafe Tangerine,Jay Weingarten plays an entertainer with a strong desire to connect with a community.,0.6,2017-01-01,Cafe Tangerine,0.0,0,2017.0,1.0
8398,[10402],541798,Tangerine Reef,Tangerine Reef is a visual tone poem consisting of time-lapse and slow pans across surreal aquascapes of naturally fluorescent coral and cameos by alien-like reef creatures.,0.6,2018-08-17,Tangerine Reef,0.0,0,2018.0,8.0
8399,"[16, 10751]",36301,The Tangerine Bear: Home in Time for Christmas!,"When Tangie, a teddy bear goes into the Smile-erator on his head, his smile is put on upside down, causing him to end up on the bargain bin on Christmas Eve with other misfit toys, then onto Winkle's Emporium, a discount store. There, Tangie does his level best over the coming year to become a part of some family. He spends his time in Winkle's front window with Jack, a Jack-in-the-box with claustrophobia and Bird, a cuckoo clock bird with agorophobia.",1.665,2000-01-01,The Tangerine Bear: Home in Time for Christmas!,6.5,13,2000.0,1.0
8400,[],452499,Tangerine Dream - Inferno,The classic 1911 film adaptation of Dante's epic from director Giuseppe Liguoro. Music by Tangerine Dream,0.6,2002-01-01,Tangerine Dream - Inferno,0.0,0,2002.0,1.0
8401,[10402],136697,Tangerine Dream . The Epsilon Journey,The first and maybe the only time you will see and hear Edgar Froese performing his solo compositions created from the mid seventies until today. The Tangerine Dream line up gave him a wonderful support at the Technical University of Eindhoven in the Netherlands on April 13th 2008. As a lot of Edgar's music had been composed during his worldwide journeys you will also see many private intimate picture cuttings which are telling stories about his laptop-mini-keyboard adventures in the deserts to the oceans. Enjoy this exclusive extraordinary Edgar Froese - Tangerine Dream DVD with its special atmosphere!,0.7,2010-05-03,Tangerine Dream . The Epsilon Journey,3.8,2,2010.0,5.0
8402,[10402],136708,Tangerine Dream . Rocking Out The Bats,"A beautiful warm late summer night it was when five musicians started one of their maybe most remarkable outdoor concerts in the City of Berlin. The so-called ""Zitadelle"" in the Spandau district of Berlin is more than historic in many ways. Apart from the political heritage and burdens it is also the home of thousands of bats - one of the largest community of these creatures in Europe. Within the very old walls and niches of the building they live a very WWF protected life. Therefore the band had to except a curfew by 10 pm which was rather sad because they had a lot more to say musically. But nevertheless it has been a breathtaking event for those who could attend. On this DVD you will see the whole show and some extras behind the scenes, sometimes with a laugh and sometimes with an ironic attitude. So enjoy a warm summer night's show on a cold midwinter night.:-)",0.987,2009-08-30,Tangerine Dream . Rocking Out The Bats,4.0,2,2009.0,8.0
8403,"[28, 18]",86462,The Candy Tangerine Man,"Sunset Boulevard is a lucrative place to work for the Black Baron, a pimp with a distinctive red and yellow Rolls Royce and plenty of girls on his books. He don't take no mess from his girls, his madam or his competitors and viciously defends his patch. First, he clobbers the Mob who attempt to move in on his patch. Second, he tracks down one of his girls who runs off with a suitcase full of his cash. Third, he disposes of two policemen. But by now he knows his pimping days are numbered, so after a final explosive gun battle he switches to being his alter ego, mild-mannered businessman Ron who lives out in the leafy suburbs with an unsuspecting wife and family.",0.62,1975-05-01,The Candy Tangerine Man,5.0,1,1975.0,5.0
8404,"[10402, 99]",441726,Revolution of Sound - Tangerine Dream,"‘Tangerine Dream is science fiction!’ declares band leader Edgar Froese who died in January, 2015 aged 70. For almost fifty years he and his band ‘Tangerine Dream’ explored sound and its effect on our emotions. This film about one of Germany’s first electronic bands kicks off with the young Berlin musicians who were as inspired by the space age of the 1960s, with its rocket launchings and visions of the future, as they were by their own heartbeat, on which Froese also based compositions. Aided by the Moog and other synthesisers Froese (and various band members) revolutionised popular music. His explorations took him into the worlds of classical, new and film music. He preferred to visualise moods rather than create clearly structured songs.  A blend of amateur footage, interviews with band members, relatives, friends and colleagues such as Jean-Michel Jarre that creates a comprehensive portrait of an artistic pioneer.",0.6,2017-02-14,Revolution of Sound - Tangerine Dream,0.0,0,2017.0,2.0
8405,[10402],456259,Tangerine Dream - Live in Lisbon,"25th March, 2010, 9:30 pm. TD entered the stage of the beautiful big Coliseum theatre in the middle of Lisbon, Portugal’s capital. After a very strange live cello quartet performance followed by a suddenly ’wiped out’ opening with Linda playing an outstanding grand piano solo, you´ll hear what TD stands for after more than four decades: the style, the sound, the compositions. Here – once more – you can witness why this band is original and incomparable – just ´in it´ for the art of timeless music",0.6,2010-12-01,Tangerine Dream - Live in Lisbon,0.0,0,2010.0,12.0
8406,[10402],456285,Tangerine Dream - Orange Odyssey,"""The Orange Odyssey DVD is the complete live set TD performed Open Air on July 1st for the Inauguration Ceremony of the Paul Wunderlich Museum in Eberswalde near Berlin. You'll see TD full of passion, strength and lady power. The very interesting merging of music, generic lights and full laser program has made this performance to a quite outstanding experience for those who could attend the concert. Especially for TD's diehard brigade it's a meal deluxe and hardly comparable to other moving pics from orange dreamland. Did you ever hear about the effectiveness of acoustic amphetamines -- here you have it!""",0.6,2007-01-10,Tangerine Dream - Orange Odyssey,0.0,0,2007.0,1.0
8407,[99],456248,Tangerine Dream -  Signale aus der Schwäbischen Strasse,"German TV film, also shown on Spanish TV in 1976, this is a film all about TD which includes informal interviews and concert/studio footage, most of which seems to have been done exclusively for the film. The interviews are in the German language. The street name in the title refers to where Edgar Froese used to live in Berlin (apparently Klaus Schulze lived on the same street at the time) and is now the site of the TDI offices.",0.6,1976-05-22,Tangerine Dream -  Signals from the Schwäbischen Strasse,0.0,0,1976.0,5.0
8408,[],276235,Tangerine Dream: Live at Coventry Cathedral 1975,"This limited-edition release features a landmark performance by German electronic band Tangerine Dream (marking its 40th anniversary in 2007) at Britain's Coventry Cathedral. The video blends edited footage from the 1975 show with music from the group's ""Ricochet"" album released that same year. The concert is notable in part because German aircraft bombed and partially destroyed the cathedral during the Coventry Blitz of World War II.",0.6,2006-01-01,Tangerine Dream: Live at Coventry Cathedral 1975,0.0,0,2006.0,1.0
8409,[10402],134558,Tangerine Dream: One Night in Space,"From Linda Spa's music box playing at the beginning of the concert on October 7th 2007 up to the last chord you will hear and see everything happens during and behind the gig at the Alte Oper in Frankfurt. Interesting back projections, lasers and generic lights will be an entertaining addition whether you've seen the show live or watch it for the first time via your home cinema. Good old ""hits"" by TD will be alternated and supported by some brand-new stuff composed for the gig. Images from backstage and 'making of' sequences can be seen as a summary of a great ""night at space"" including the safe and comfortable landing.",0.6,2007-10-07,Tangerine Dream: One Night in Space,0.0,0,2007.0,10.0
8410,[10402],567233,Tangerine Dream: Phaedra Farewell Tour 2014 London,The London concert of the PHAEDRA FAREWELL TOUR 2014 on 23rd May at O2 Shepherd's Bush Empire was the second concert in a row of a long multi-week tour after starting in Paris. It was the last time for the band performing as a five man/woman band - Iris and Linda still were present. After that tour TD started the so-called QUANTUM YEARS with three concerts in Australia as a four man/woman band with the new member Ulrich Schnauss.,0.6,2015-01-01,Tangerine Dream: Phaedra Farewell Tour 2014 London,0.0,0,2015.0,1.0
8411,[],534274,Tangerine Dream: Sound from Another World,Documentary of German electronic musical group Tangerine Dream.,0.6,2016-11-25,Tangerine Dream: Sound from Another World,0.0,0,2016.0,11.0
8412,[53],395763,Iris,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.",9.255,2016-11-16,In the Shadow of Iris,6.0,106,2016.0,11.0
8413,"[18, 10749]",11889,Iris,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",5.737,2001-12-14,Iris,6.5,86,2001.0,12.0
8414,[99],295799,Iris,"IRIS pairs legendary 87-year-old documentarian Albert Maysles with Iris Apfel, the quick-witted, flamboyantly dressed 93-year-old style maven who has had an outsized presence on the New York fashion scene for decades. More than a fashion film, the documentary is a story about creativity and how, even in Iris’ dotage, a soaring free spirit continues to inspire. IRIS portrays a singular woman whose enthusiasm for fashion, art and people are life’s sustenance and reminds us that dressing, and indeed life, is nothing but an experiment.",3.361,2014-10-09,Iris,7.6,71,2014.0,10.0
8415,[16],553993,Iris,"Women's bodies are presented as ambiguous erotic landscapes, sometimes classically baroque, sometimes cubistic visions in a distorted reflection, depending on the camera angle and shot size. Finally the female flesh frees itself to the accompaniment of electronic smacking noises and, ignoring all gender borderlines, unites with itself in Cronenbergesque growths.",1.4,1971-01-01,Iris,0.0,0,1971.0,1.0
8416,"[18, 10749]",36094,Stanley & Iris,"An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.",3.691,1990-02-09,Stanley & Iris,6.5,50,1990.0,2.0
8417,[35],58081,Sono pazzo di Iris Blond,,2.898,1996-12-13,Iris Blond,5.6,58,1996.0,12.0
8418,"[28, 12, 18, 10749]",53656,Iris: The Movie,"Hyunjun and Sawoo, close friends and rivals from the South Korean special forces, are recruited by the secret agency NSS. They both fall for Seunghee, the beautiful but lethal profiling specialist at NSS. When they are faced against each other in a nuclear terrorist attack, they are forced to make their final decision and Seunghee's formidable secret is revealed.",2.296,2010-03-21,Iris: The Movie,5.9,21,2010.0,3.0
8419,[18],310585,Iris,,0.6,2002-01-25,Iris,6.5,1,2002.0,1.0
8420,"[10749, 18]",431408,Iris,,0.6,2016-09-18,Iris,6.0,1,2016.0,9.0
8421,[],501033,Paupière Mauve,"Emanuelle is training on her stationary bike, but she can't get her mind off the image of Laura. The more she pedals, the more her memories turn to desire.",0.6,,Iris,0.0,0,,
8422,[],49937,Wild Iris,A woman and her teenage son move back in with her mother to work together in the family bridal business.,1.271,2001-01-01,Wild Iris,8.0,2,2001.0,1.0
8423,"[10749, 18]",375604,Iris,"A man pretends to be married to his ex-wife for the sake of his mother’s sanity. But when he finds love with his secretary, and later a 17-year-old, he ends up lost in confusion.",0.6,1968-01-02,Iris,0.0,0,1968.0,1.0
