,Title,Director,Release Date,Revenue,Writers,Rotten Tomatoes Review,Number of RT Reviews,Release Year,Genres,Average IMDB Rating,Number of IMDB Votes,Popularity,Average TMDB Rating,Number of TMDB Votes,Release Month,director0,director0,director0,director_0
733,Dinner Rush,['Bob Giraldi'],"Sep 28, 2001","

                                98 minutes
                            
","['Rick Shaughnessy', 'Brian S. Kalata']",91%,45.0,2001.0,,,,3.067,7.4,26.0,9.0,['Bob Giraldi'],['Bob Giraldi'],['Bob Giraldi'],['Bob Giraldi']
751,Divided We Fall,['Jan Hrebejk'],"Jun 8, 2001","

                                120 minutes
                            
","['Jan Hrebejk', 'Petr Jarchovský']",90%,61.0,2001.0,,,,0.6,0.0,0.0,,['Jan Hrebejk'],['Jan Hrebejk'],['Jan Hrebejk'],['Jan Hrebejk']
772,Gosford Park,['Robert Altman'],"Dec 26, 2001","$41,274,328","['Julian Fellowes', 'James Fellowes']",86%,158.0,2001.0,"Comedy,Drama,Mystery",7.3,72860.0,10.94,7.1,431.0,11.0,['Robert Altman'],['Robert Altman'],['Robert Altman'],['Robert Altman']
10804,Life And Debt,['Stephanie Black'],"Sep 21, 2001","

                                80 minutes
                            
",['Jamaica Kincaid'],90%,42.0,2001.0,,,,,,,,['Stephanie Black'],['Stephanie Black'],['Stephanie Black'],['Stephanie Black']
774,Donnie Darko,['Richard Kelly'],"Jan 19, 2001","

                                113 minutes
                            
",['Richard Kelly'],87%,115.0,2001.0,"Drama,Sci-Fi,Thriller",8.1,691454.0,12.967,7.8,6449.0,1.0,['Richard Kelly'],['Richard Kelly'],['Richard Kelly'],['Richard Kelly']
779,Italian for Beginners,['Lone Scherfig'],"Sep 1, 2001","$4,409,992",['Lone Scherfig'],88%,85.0,2001.0,,,,4.581,6.6,51.0,12.0,['Lone Scherfig'],['Lone Scherfig'],['Lone Scherfig'],['Lone Scherfig']
780,Ginger Snaps,['John Fawcett'],"Apr 21, 2001","

                                108 minutes
                            
",['Karen Walton'],89%,57.0,2001.0,,,,6.937,6.6,336.0,8.0,['John Fawcett'],['John Fawcett'],['John Fawcett'],['John Fawcett']
784,101 Reykjavik,['Baltasar Kormákur'],"Jan 19, 2001","

                                89 minutes
                            
",['Baltasar Kormákur'],89%,46.0,2001.0,,,,3.798,6.6,55.0,5.0,['Baltasar Kormákur'],['Baltasar Kormákur'],['Baltasar Kormákur'],['Baltasar Kormákur']
10804,La Cienaga,['Lucrecia Martel'],"Oct 3, 2001","

                                100 minutes
                            
",['Lucrecia Martel'],88%,40.0,2001.0,,,,,,,,['Lucrecia Martel'],['Lucrecia Martel'],['Lucrecia Martel'],['Lucrecia Martel']
10804,Va Savoir,['Jacques Rivette'],"Sep 29, 2001","

                                154 minutes
                            
","['Pascal Bonitzer', 'Christine Laurent', 'Jacques Rivette', 'Luigi Pirandello']",86%,77.0,2001.0,,,,,,,,['Jacques Rivette'],['Jacques Rivette'],['Jacques Rivette'],['Jacques Rivette']
816,Calle 54,['Fernando Trueba'],"Nov 13, 2001","
Miramax Films
",[],87%,47.0,2001.0,,,,0.6,7.4,7.0,10.0,['Fernando Trueba'],['Fernando Trueba'],['Fernando Trueba'],['Fernando Trueba']
817,Nowhere in Africa,['Caroline Link'],"Mar 7, 2001","$5,888,057",['Caroline Link'],,,,,,,6.032,7.3,56.0,12.0,['Caroline Link'],['Caroline Link'],['Caroline Link'],['Caroline Link']
818,Faithless,['Harry Beaumont'],"Jun 5, 2001","
                        
                            MGM
                        
                    ",['Carey Wilson'],86%,70.0,2001.0,,,,1.4,6.0,1.0,10.0,['Harry Beaumont'],['Harry Beaumont'],['Harry Beaumont'],['Harry Beaumont']
853,Thirteen Conversations About One Thing,['Jill Sprecher'],"Sep 1, 2001","$3,004,491","['Karen Sprecher', 'Jill Sprecher']",83%,114.0,2001.0,Drama,7.1,9153.0,2.411,6.7,40.0,9.0,['Jill Sprecher'],['Jill Sprecher'],['Jill Sprecher'],['Jill Sprecher']
891,Little Otik,['Jan Svankmajer'],"Dec 19, 2001","

                                125 minutes
                            
",['Jan Svankmajer'],84%,43.0,2001.0,,,,3.521,7.3,51.0,1.0,['Jan Svankmajer'],['Jan Svankmajer'],['Jan Svankmajer'],['Jan Svankmajer']
892,Waking Life,['Richard Linklater'],"Jan 19, 2001","$2,063,729",['Richard Linklater'],80%,142.0,2001.0,"Animation,Drama,Fantasy",7.8,56592.0,6.974,7.7,425.0,1.0,['Richard Linklater'],['Richard Linklater'],['Richard Linklater'],['Richard Linklater']
894,Diamond Men,['Daniel M. Cohen'],"Sep 28, 2001","

                                102 minutes
                            
",['Daniel M. Cohen'],81%,63.0,2001.0,,,,1.202,6.3,9.0,1.0,['Daniel M. Cohen'],['Daniel M. Cohen'],['Daniel M. Cohen'],['Daniel M. Cohen']
896,Iris,['Rosa Vergés'],"Jul 16, 2004","

                                99 minutes
                            
","['Rosa Vergés', 'Jordi Barrachina']",79%,110.0,2001.0,"Biography,Drama,Romance",7.1,16102.0,5.737,6.5,86.0,12.0,['Rosa Vergés'],['Rosa Vergés'],['Rosa Vergés'],['Rosa Vergés']
915,Lumumba,['Raoul Peck'],"Jun 27, 2001","

                                115 minutes
                            
","['Pascal Bonitzer', 'Raoul Peck']",81%,57.0,2001.0,,,,0.851,6.4,13.0,5.0,['Raoul Peck'],['Raoul Peck'],['Raoul Peck'],['Raoul Peck']
918,Jump Tomorrow,['Joel Hopkins'],"Jan 19, 2001","

                                95 minutes
                            
",['Joel Hopkins'],81%,54.0,2001.0,"Comedy,Drama,Romance",7.2,1312.0,1.526,6.6,10.0,11.0,['Joel Hopkins'],['Joel Hopkins'],['Joel Hopkins'],['Joel Hopkins']
919,The Pledge,['Sean Penn'],"Jan 19, 2001","$18,894,185","['Mary Olson-Kromolowski', 'Jerzy Kromolowski']",78%,124.0,2001.0,"Crime,Drama,Mystery",6.8,49359.0,6.297,6.6,381.0,1.0,['Sean Penn'],['Sean Penn'],['Sean Penn'],['Sean Penn']
932,Black Hawk Down,['Ridley Scott'],"Dec 28, 2001","$108,585,355",['Ken Nolan'],76%,171.0,2001.0,"Drama,History,War",7.7,336432.0,16.076,7.3,2833.0,12.0,['Ridley Scott'],['Ridley Scott'],['Ridley Scott'],['Ridley Scott']
935,A Beautiful Mind,['Ron Howard'],"Dec 21, 2001","

                                135 minutes
                            
",['Akiva Goldsman'],74%,211.0,2001.0,"Biography,Drama",8.2,761520.0,17.247,7.8,5222.0,12.0,['Ron Howard'],['Ron Howard'],['Ron Howard'],['Ron Howard']
937,Tape,['Richard Linklater'],"Nov 16, 2001","

                                84 minutes
                            
",['Stephen Belber'],78%,98.0,2001.0,Drama,7.3,17543.0,5.268,6.9,92.0,1.0,['Richard Linklater'],['Richard Linklater'],['Richard Linklater'],['Richard Linklater']
959,Our Lady of the Assassins,['Barbet Schroeder'],"Sep 7, 2001","

                                98 minutes
                            
",['Fernando Vallejo'],77%,61.0,2001.0,,,,3.096,7.0,27.0,9.0,['Barbet Schroeder'],['Barbet Schroeder'],['Barbet Schroeder'],['Barbet Schroeder']
962,Snatch,['Guy Ritchie'],"Jan 19, 2001","$30,093,107",['Guy Ritchie'],73%,141.0,2001.0,,,,17.37,7.8,4558.0,9.0,['Guy Ritchie'],['Guy Ritchie'],['Guy Ritchie'],['Guy Ritchie']
982,Joy Ride,['John Dahl'],"Oct 5, 2001","$21,254,983","['Clay Tarver', 'J.J. Abrams']",74%,114.0,2001.0,"Mystery,Thriller",6.6,59742.0,7.347,6.4,534.0,10.0,['John Dahl'],['John Dahl'],['John Dahl'],['John Dahl']
993,Training Day,['Antoine Fuqua'],"Oct 5, 2001","

                                122 minutes
                            
",['David Ayer'],72%,158.0,2001.0,"Crime,Drama,Thriller",7.7,353562.0,9.691,7.4,2694.0,10.0,['Antoine Fuqua'],['Antoine Fuqua'],['Antoine Fuqua'],['Antoine Fuqua']
1018,Brotherhood of the Wolf,['Christophe Gans'],"Oct 11, 2001","$10,793,478","['Stephane Cabel', 'Christophe Gans', 'Stephane Cabel', 'Claudine Strasser', 'Valentine Tracelet']",73%,120.0,2001.0,"Action,Adventure,Drama",7.1,58314.0,8.707,6.6,673.0,1.0,['Christophe Gans'],['Christophe Gans'],['Christophe Gans'],['Christophe Gans']
1019,Buffalo Soldiers,['Gregor Jordan'],"Jan 1, 2001","

                                98 minutes
                            
","['Eric Axel Weiss', 'Gregor Jordan', 'Nora Maccoby', 'Eric Weiss']",73%,115.0,2001.0,"Comedy,Crime,Drama",6.8,22147.0,7.676,6.4,132.0,9.0,['Gregor Jordan'],['Gregor Jordan'],['Gregor Jordan'],['Gregor Jordan']
1023,Songcatcher,['Maggie Greenwald'],"Jun 29, 2001","$1,634,064",['Maggie Greenwald'],74%,88.0,2001.0,,,,1.772,5.7,17.0,3.0,['Maggie Greenwald'],['Maggie Greenwald'],['Maggie Greenwald'],['Maggie Greenwald']
10804,Me You Them,['Andrucha Waddington'],"Mar 2, 2001","

                                104 minutes
                            
",['Elena Soarez'],75%,55.0,2001.0,,,,,,,,['Andrucha Waddington'],['Andrucha Waddington'],['Andrucha Waddington'],['Andrucha Waddington']
1027,Tortilla Soup,['María Ripoll'],"Aug 24, 2001","$2,923,596","['Tom Musca', 'Ramón Menéndez', 'Vera Blasi']",74%,72.0,2001.0,"Comedy,Drama,Romance",6.6,3877.0,2.657,5.8,19.0,8.0,['María Ripoll'],['María Ripoll'],['María Ripoll'],['María Ripoll']
1028,Before Night Falls,['Julian Schnabel'],"Jan 12, 2001","$2,768,814","[""Cunningham O'Keefe"", 'Julian Schnabel', 'Lázaro Gómez Carriles']",73%,98.0,2001.0,,,,7.012,6.8,123.0,9.0,['Julian Schnabel'],['Julian Schnabel'],['Julian Schnabel'],['Julian Schnabel']
1029,The Piano Teacher,['Michael Haneke'],"Sep 1, 2001","

                                130 minutes
                            
",['Michael Haneke'],,,,,,,7.209,7.4,377.0,7.0,['Michael Haneke'],['Michael Haneke'],['Michael Haneke'],['Michael Haneke']
1031,Fat Girl,['Catherine Breillat'],"Oct 8, 2001","

                                86 minutes
                            
",['Catherine Breillat'],73%,86.0,2001.0,Drama,6.5,9514.0,5.895,6.4,74.0,3.0,['Catherine Breillat'],['Catherine Breillat'],['Catherine Breillat'],['Catherine Breillat']
1056,Behind the Sun,"['Walter Salles', 'Liria Bégéja']","Dec 12, 2001","

                                105 minutes
                            
","['Walter Salles', 'Sérgio Machado', 'Karim Aïnouz']",74%,46.0,2001.0,Drama,7.7,6308.0,2.722,7.3,49.0,12.0,"['Walter Salles', 'Liria Bégéja']","['Walter Salles', 'Liria Bégéja']","['Walter Salles', 'Liria Bégéja']","['Walter Salles', 'Liria Bégéja']"
1065,Made,['Jon Favreau'],"Jul 13, 2001","$3,673,981",['Jon Favreau'],71%,107.0,2001.0,"Comedy,Crime,Drama",6.4,16237.0,5.695,6.2,75.0,7.0,['Jon Favreau'],['Jon Favreau'],['Jon Favreau'],['Jon Favreau']
1085,Chopper,['Andrew Dominik'],"Apr 11, 2001","

                                94 minutes
                            
",['Andrew Dominik'],72%,67.0,2001.0,"Animation,Short",7.0,107.0,6.718,6.9,168.0,6.0,['Andrew Dominik'],['Andrew Dominik'],['Andrew Dominik'],['Andrew Dominik']
1105,Baby Boy,['John Singleton'],"Jun 27, 2001","$27,823,989",['John Singleton'],71%,92.0,2001.0,"Crime,Drama,Romance",6.4,11440.0,6.125,7.1,101.0,6.0,['John Singleton'],['John Singleton'],['John Singleton'],['John Singleton']
1132,Legally Blonde,['Robert Luketic'],"Jul 13, 2001","$95,001,351","['Kirsten Smith', 'Karen McCullah Lutz']",69%,142.0,2001.0,"Comedy,Romance",6.3,162452.0,8.606,6.4,1728.0,7.0,['Robert Luketic'],['Robert Luketic'],['Robert Luketic'],['Robert Luketic']
1139,Spirited Away,['Hayao Miyazaki'],"Sep 20, 2002","$9,855,615",['Hayao Miyazaki'],97%,183.0,2002.0,,,,22.116,8.5,7084.0,7.0,['Hayao Miyazaki'],['Hayao Miyazaki'],['Hayao Miyazaki'],['Hayao Miyazaki']
1153,Catch Me If You Can,['Steven Spielberg'],"Dec 25, 2002","$164,400,000",['Jeff Nathanson'],95%,198.0,2002.0,"Biography,Crime,Drama",8.1,706395.0,19.442,7.9,6918.0,12.0,['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg']
1159,The Pianist,['Claude Gagnon'],"Feb 6, 1992","$32,000,000",['Claude Cagnon'],95%,181.0,2002.0,"Biography,Drama,Music",8.5,631417.0,14.659,8.3,3748.0,9.0,['Claude Gagnon'],['Claude Gagnon'],['Claude Gagnon'],['Claude Gagnon']
1167,Bowling for Columbine,['Michael Moore'],"Oct 11, 2002","$21,300,000",['Michael Moore'],95%,169.0,2002.0,"Crime,Documentary,Drama",8.0,134306.0,8.304,7.5,745.0,10.0,['Michael Moore'],['Michael Moore'],['Michael Moore'],['Michael Moore']
10804,Read My Lips,['Jacques Audiard'],"Jul 19, 2002","$1,177,985","['Tonino Benacquista', 'Jacques Audiard']",97%,96.0,2002.0,,,,,,,,['Jacques Audiard'],['Jacques Audiard'],['Jacques Audiard'],['Jacques Audiard']
10804,Minority Report,['Steven Spielberg'],"Jun 21, 2002","$132,000,000","['Jon Cohen', 'Scott Frank', 'Jonathan Cohen']",91%,249.0,2002.0,"Action,Crime,Mystery",7.7,465474.0,,,,,['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg']
1168,About a Boy,"['Chris Weitz', 'Paul Weitz']","May 17, 2002","$40,566,655","['Peter Hedges', 'Chris Weitz', 'Paul Weitz']",93%,186.0,2002.0,"Comedy,Drama,Romance",7.1,159655.0,8.727,6.7,1120.0,4.0,"['Chris Weitz', 'Paul Weitz']","['Chris Weitz', 'Paul Weitz']","['Chris Weitz', 'Paul Weitz']","['Chris Weitz', 'Paul Weitz']"
1174,Monsoon Wedding,['Mira Nair'],"Feb 22, 2002","$14,000,000",['Sabrina Dhawan'],95%,120.0,2002.0,,,,5.328,6.9,98.0,8.0,['Mira Nair'],['Mira Nair'],['Mira Nair'],['Mira Nair']
1196,Spider-Man,['Sam Raimi'],"May 3, 2002","$403,706,375",['David Koepp'],90%,241.0,2002.0,"Action,Adventure,Sci-Fi",7.3,632005.0,23.627,7.0,9382.0,5.0,['Sam Raimi'],['Sam Raimi'],['Sam Raimi'],['Sam Raimi']
1227,Promises,"['B.Z. Goldberg', 'Justine Shapiro', 'Carlos Bolado']","Mar 22, 2002","

                                116 minutes
                            
","['Justine Shapiro', 'B.Z. Goldberg']",96%,47.0,2002.0,"Adventure,Drama,Sci-Fi",7.7,296.0,1.4,0.0,0.0,,"['B.Z. Goldberg', 'Justine Shapiro', 'Carlos Bolado']","['B.Z. Goldberg', 'Justine Shapiro', 'Carlos Bolado']","['B.Z. Goldberg', 'Justine Shapiro', 'Carlos Bolado']","['B.Z. Goldberg', 'Justine Shapiro', 'Carlos Bolado']"
1247,Open Hearts,['Susanne Bier'],"Aug 23, 2002","

                                113 minutes
                            
","['Anders Thomas Jensen', 'Susanne Bier']",,,,,,,4.973,7.6,39.0,9.0,['Susanne Bier'],['Susanne Bier'],['Susanne Bier'],['Susanne Bier']
1248,Talk to Her,['Pedro Almodóvar'],"Nov 22, 2002","$9,031,416",['Pedro Almodóvar'],92%,130.0,2002.0,"Drama,Mystery,Romance",8.0,96415.0,0.6,7.5,2.0,1.0,['Pedro Almodóvar'],['Pedro Almodóvar'],['Pedro Almodóvar'],['Pedro Almodóvar']
1250,Infernal Affairs,"['Wai-keung Lau', 'Alan Mak']","Dec 12, 2002","

                                101 minutes
                            
","['Alan Mak', 'Felix Chong']",,,,,,,10.575,7.8,722.0,12.0,"['Wai-keung Lau', 'Alan Mak']","['Wai-keung Lau', 'Alan Mak']","['Wai-keung Lau', 'Alan Mak']","['Wai-keung Lau', 'Alan Mak']"
1253,Bloody Sunday,['Paul Greengrass'],"Oct 11, 2002","$800,000",['Paul Greengrass'],92%,104.0,2002.0,"Drama,History,War",7.7,21944.0,5.266,7.4,113.0,1.0,['Paul Greengrass'],['Paul Greengrass'],['Paul Greengrass'],['Paul Greengrass']
1263,Nine Queens,['Fabián Bielinsky'],"Oct 1, 2002","

                                115 minutes
                            
",[],,,,,,,5.914,7.7,271.0,8.0,['Fabián Bielinsky'],['Fabián Bielinsky'],['Fabián Bielinsky'],['Fabián Bielinsky']
1286,Standing in the Shadows of Motown,['Paul Justman'],"Nov 15, 2002","$1,234,246","['Walter Dallas', 'Ntozake Shange']",91%,92.0,2002.0,"Documentary,Music",7.8,3173.0,2.211,6.9,14.0,11.0,['Paul Justman'],['Paul Justman'],['Paul Justman'],['Paul Justman']
10804,Alias Betty,['Claude Miller'],"Mar 15, 2002","

                                102 minutes
                            
",['Claude Miller'],,,,,,,,,,,['Claude Miller'],['Claude Miller'],['Claude Miller'],['Claude Miller']
1288,Lantana,['Ray Lawrence'],"Jan 25, 2002","$4,277,569",['Andrew Bovell'],90%,105.0,2002.0,,,,6.212,6.7,78.0,10.0,['Ray Lawrence'],['Ray Lawrence'],['Ray Lawrence'],['Ray Lawrence']
1290,Chicago,['Rob Marshall'],"Dec 27, 2002","

                                113 minutes
                            
",['Bill Condon'],85%,255.0,2002.0,"Comedy,Crime,Musical",7.2,199377.0,11.507,7.1,1237.0,12.0,['Rob Marshall'],['Rob Marshall'],['Rob Marshall'],['Rob Marshall']
1310,The Weather Underground,"['Sam Green', 'Bill Siegel']","May 25, 2004","
Indican Pictures
",[],91%,58.0,2002.0,"Documentary,History,War",7.5,3273.0,1.329,7.1,22.0,1.0,"['Sam Green', 'Bill Siegel']","['Sam Green', 'Bill Siegel']","['Sam Green', 'Bill Siegel']","['Sam Green', 'Bill Siegel']"
1313,Murderous Maids,['Jean-Pierre Denis'],"Apr 19, 2002","

                                92 minutes
                            
","['Jean-Pierre Denis', 'Michele Halberstadt']",91%,53.0,2002.0,,,,1.4,7.1,13.0,11.0,['Jean-Pierre Denis'],['Jean-Pierre Denis'],['Jean-Pierre Denis'],['Jean-Pierre Denis']
1314,Russian Ark,"['Alexandr Sokurov', 'Aleksandr Sokurov']","Dec 13, 2002","$37,439","['Anatoly Nikiforov', 'Boris Khaimsky', 'Aleksandr Sokurov', 'Svetlana Proskurina']",89%,104.0,2002.0,"Drama,Fantasy,History",7.4,17063.0,6.396,7.4,177.0,5.0,"['Alexandr Sokurov', 'Aleksandr Sokurov']","['Alexandr Sokurov', 'Aleksandr Sokurov']","['Alexandr Sokurov', 'Aleksandr Sokurov']","['Alexandr Sokurov', 'Aleksandr Sokurov']"
10804,The Girl From Paris,['Christian Carion'],"Jan 1, 2002","

                                103 minutes
                            
","['Christian Carion', 'Eric Assous']",91%,43.0,2002.0,,,,,,,,['Christian Carion'],['Christian Carion'],['Christian Carion'],['Christian Carion']
1317,Roger Dodger,['Dylan Kidd'],"Nov 1, 2002","$1,169,941",['Dylan Kidd'],88%,123.0,2002.0,"Comedy,Drama",7.0,16292.0,6.962,6.1,85.0,5.0,['Dylan Kidd'],['Dylan Kidd'],['Dylan Kidd'],['Dylan Kidd']
1318,About Schmidt,['Alexander Payne'],"Dec 13, 2002","$65,000,000","['Jim Taylor (III) ', 'Alexander Payne']",85%,203.0,2002.0,"Comedy,Drama",7.2,116727.0,8.886,6.8,580.0,5.0,['Alexander Payne'],['Alexander Payne'],['Alexander Payne'],['Alexander Payne']
1321,Baran,['Majid Majidi'],"May 3, 2002","

                                94 minutes
                            
",['Majid Majidi'],89%,62.0,2002.0,,,,2.744,7.7,29.0,1.0,['Majid Majidi'],['Majid Majidi'],['Majid Majidi'],['Majid Majidi']
1351,Late Marriage,['Dover Koshashvili'],"May 17, 2002","$1,188,608","['Dover Koshashvili', 'Dover Kosashvili']",88%,64.0,2002.0,,,,1.517,6.4,9.0,1.0,['Dover Koshashvili'],['Dover Koshashvili'],['Dover Koshashvili'],['Dover Koshashvili']
10804,I Am Trying to Break Your Heart,['Sam Jones'],"Apr 1, 2003","
Cowboy
",[],88%,60.0,2002.0,"Documentary,Music",7.5,1897.0,,,,,['Sam Jones'],['Sam Jones'],['Sam Jones'],['Sam Jones']
1374,Harry Potter and the Chamber of Secrets,['Chris Columbus'],"Nov 15, 2002","$261,835,892",['Steve Kloves'],82%,234.0,2002.0,"Adventure,Family,Fantasy",7.4,486501.0,36.643,7.7,11240.0,11.0,['Chris Columbus'],['Chris Columbus'],['Chris Columbus'],['Chris Columbus']
1376,Springtime in a Small Town,['Tian Zhuangzhuang'],"Jul 1, 2002","

                                112 minutes
                            
","['Michael Werner', 'Ah Cheng']",,,,,,,1.171,7.4,7.0,9.0,['Tian Zhuangzhuang'],['Tian Zhuangzhuang'],['Tian Zhuangzhuang'],['Tian Zhuangzhuang']
1377,24 Hour Party People,['Michael Winterbottom'],"Aug 9, 2002","$1,053,506",['Frank Cottrell Boyce'],86%,99.0,2002.0,"Biography,Comedy,Drama",7.4,30175.0,5.563,6.9,187.0,2.0,['Michael Winterbottom'],['Michael Winterbottom'],['Michael Winterbottom'],['Michael Winterbottom']
1383,Narc,['Joe Carnahan'],"Dec 20, 2002","$10,237,964",['Joe Carnahan'],84%,158.0,2002.0,"Crime,Drama,Mystery",7.2,36631.0,5.83,6.8,227.0,1.0,['Joe Carnahan'],['Joe Carnahan'],['Joe Carnahan'],['Joe Carnahan']
1403,The Rookie,['John Lee Hancock'],"Mar 29, 2002","$75,456,736",['Mike Rich'],84%,153.0,2002.0,"Drama,Family,Sport",7.0,29650.0,8.901,5.7,215.0,12.0,['John Lee Hancock'],['John Lee Hancock'],['John Lee Hancock'],['John Lee Hancock']
10804,Lawless Heart,"['Neil Hunter', 'Tom Hunsinger']","Dec 1, 2002","

                                86 minutes
                            
","['Tom Hunsinger', 'Neil Hunter']",87%,53.0,2002.0,,,,,,,,"['Neil Hunter', 'Tom Hunsinger']","['Neil Hunter', 'Tom Hunsinger']","['Neil Hunter', 'Tom Hunsinger']","['Neil Hunter', 'Tom Hunsinger']"
1438,Son of the Bride,"['Juan José Campanella', 'Juan J. Campanella']","Mar 22, 2002","

                                124 minutes
                            
","['Fernando Castets', 'Juan José Campanella']",86%,57.0,2002.0,,,,3.794,7.7,71.0,8.0,"['Juan José Campanella', 'Juan J. Campanella']","['Juan José Campanella', 'Juan J. Campanella']","['Juan José Campanella', 'Juan J. Campanella']","['Juan José Campanella', 'Juan J. Campanella']"
1441,One Hour Photo,['Mark Romanek'],"Aug 21, 2002","$31,469,714",['Mark Romanek'],81%,196.0,2002.0,"Drama,Thriller",6.8,107440.0,5.983,6.6,763.0,8.0,['Mark Romanek'],['Mark Romanek'],['Mark Romanek'],['Mark Romanek']
1454,Road to Perdition,['Sam Mendes'],"Jul 12, 2002","$104,054,514","['Max Allan Collins', 'Richard Piers Rayner', 'David Self']",80%,215.0,2002.0,"Crime,Drama,Thriller",7.7,226703.0,13.691,7.3,1771.0,7.0,['Sam Mendes'],['Sam Mendes'],['Sam Mendes'],['Sam Mendes']
1455,Kissing Jessica Stein,['Charles Herman-Wurmfeld'],"Mar 13, 2002","$6,960,929","['Heather Juergensen', 'Jennifer Westfeldt']",83%,120.0,2002.0,,,,5.699,6.1,94.0,4.0,['Charles Herman-Wurmfeld'],['Charles Herman-Wurmfeld'],['Charles Herman-Wurmfeld'],['Charles Herman-Wurmfeld']
1456,Elling,['Petter Naess'],"May 29, 2002","$63,227","['Axel Hellstenius', 'Larry Stuckey']",85%,59.0,2002.0,,,,3.848,7.2,74.0,3.0,['Petter Naess'],['Petter Naess'],['Petter Naess'],['Petter Naess']
1474,The Royal Tenenbaums,['Wes Anderson'],"Jan 4, 2002","$52,307,676","['Wes Anderson', 'Owen Wilson']",80%,207.0,2002.0,,,,10.383,7.4,2186.0,10.0,['Wes Anderson'],['Wes Anderson'],['Wes Anderson'],['Wes Anderson']
1475,Real Women Have Curves,['Patricia Cardoso'],"Oct 18, 2002","$5,677,043","['Josefina Lopez', 'George LaVoo']",84%,85.0,2002.0,"Comedy,Drama",6.9,6587.0,3.318,6.0,35.0,1.0,['Patricia Cardoso'],['Patricia Cardoso'],['Patricia Cardoso'],['Patricia Cardoso']
